dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 20
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True
saver_name_pre: wasserstein_vq_refinement_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/20] Iters:[10/20018] gen_loss -0.6521, rec_loss 0.0235, lpips_loss 0.1786, g_loss -0.1730, disc_weight 0.5000, disc_adaptive_weight 4.8082, d_loss 2.4845, logits_real 0.1403, logits_fake 0.1756,
Train Epoch: [4/20] Iters:[30/20018] gen_loss 0.1557, rec_loss 0.0296, lpips_loss 0.1792, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.0463, d_loss 0.5002, logits_real 0.0175, logits_fake 0.0174,
Train Epoch: [4/20] Iters:[40/20018] gen_loss 0.1565, rec_loss 0.0295, lpips_loss 0.1798, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.0095, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0176,
Train Epoch: [4/20] Iters:[50/20018] gen_loss 0.1569, rec_loss 0.0298, lpips_loss 0.1800, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9804, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0179,
Train Epoch: [4/20] Iters:[60/20018] gen_loss 0.1583, rec_loss 0.0297, lpips_loss 0.1803, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9195, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0180,
Train Epoch: [4/20] Iters:[70/20018] gen_loss 0.1611, rec_loss 0.0296, lpips_loss 0.1808, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.7779, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0180,
Train Epoch: [4/20] Iters:[80/20018] gen_loss 0.1618, rec_loss 0.0294, lpips_loss 0.1800, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7167, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[90/20018] gen_loss 0.1631, rec_loss 0.0296, lpips_loss 0.1806, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.7231, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0177,
Train Epoch: [4/20] Iters:[100/20018] gen_loss 0.1642, rec_loss 0.0293, lpips_loss 0.1806, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.7027, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0172,
Train Epoch: [4/20] Iters:[110/20018] gen_loss 0.1630, rec_loss 0.0289, lpips_loss 0.1798, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.7241, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [4/20] Iters:[120/20018] gen_loss 0.1629, rec_loss 0.0293, lpips_loss 0.1804, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.8148, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0169,
Train Epoch: [4/20] Iters:[130/20018] gen_loss 0.1628, rec_loss 0.0295, lpips_loss 0.1811, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.8864, d_loss 0.5002, logits_real 0.0168, logits_fake 0.0167,
Train Epoch: [4/20] Iters:[140/20018] gen_loss 0.1619, rec_loss 0.0296, lpips_loss 0.1801, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8652, d_loss 0.5002, logits_real 0.0167, logits_fake 0.0166,
Train Epoch: [4/20] Iters:[150/20018] gen_loss 0.1609, rec_loss 0.0297, lpips_loss 0.1800, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8916, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0168,
Train Epoch: [4/20] Iters:[160/20018] gen_loss 0.1604, rec_loss 0.0298, lpips_loss 0.1797, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9077, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0170,
Train Epoch: [4/20] Iters:[170/20018] gen_loss 0.1606, rec_loss 0.0299, lpips_loss 0.1797, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9090, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [4/20] Iters:[180/20018] gen_loss 0.1595, rec_loss 0.0298, lpips_loss 0.1791, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.9444, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [4/20] Iters:[190/20018] gen_loss 0.1593, rec_loss 0.0295, lpips_loss 0.1785, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.9876, d_loss 0.5001, logits_real 0.0168, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[200/20018] gen_loss 0.1619, rec_loss 0.0296, lpips_loss 0.1795, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.9695, d_loss 0.5001, logits_real 0.0163, logits_fake 0.0160,
Train Epoch: [4/20] Iters:[210/20018] gen_loss 0.1638, rec_loss 0.0297, lpips_loss 0.1802, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 2.9286, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [4/20] Iters:[220/20018] gen_loss 0.1632, rec_loss 0.0290, lpips_loss 0.1790, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 2.8619, d_loss 0.5002, logits_real 0.0158, logits_fake 0.0155,
Train Epoch: [4/20] Iters:[230/20018] gen_loss 0.1641, rec_loss 0.0292, lpips_loss 0.1798, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.8209, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [4/20] Iters:[240/20018] gen_loss 0.1650, rec_loss 0.0290, lpips_loss 0.1806, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.7376, d_loss 0.5001, logits_real 0.0163, logits_fake 0.0160,
Train Epoch: [4/20] Iters:[250/20018] gen_loss 0.1623, rec_loss 0.0285, lpips_loss 0.1792, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.7540, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0162,
Train Epoch: [4/20] Iters:[260/20018] gen_loss 0.1606, rec_loss 0.0284, lpips_loss 0.1795, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.8675, d_loss 0.5001, logits_real 0.0167, logits_fake 0.0163,
Train Epoch: [4/20] Iters:[270/20018] gen_loss 0.1587, rec_loss 0.0289, lpips_loss 0.1801, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 3.0062, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0167,
Train Epoch: [4/20] Iters:[280/20018] gen_loss 0.1570, rec_loss 0.0283, lpips_loss 0.1786, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.9829, d_loss 0.5002, logits_real 0.0168, logits_fake 0.0167,
Train Epoch: [4/20] Iters:[290/20018] gen_loss 0.1564, rec_loss 0.0287, lpips_loss 0.1785, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9925, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [4/20] Iters:[300/20018] gen_loss 0.1568, rec_loss 0.0291, lpips_loss 0.1793, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 3.0051, d_loss 0.5002, logits_real 0.0174, logits_fake 0.0171,
Train Epoch: [4/20] Iters:[310/20018] gen_loss 0.1585, rec_loss 0.0295, lpips_loss 0.1795, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 2.9033, d_loss 0.5001, logits_real 0.0176, logits_fake 0.0172,
Train Epoch: [4/20] Iters:[320/20018] gen_loss 0.1595, rec_loss 0.0297, lpips_loss 0.1794, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.8506, d_loss 0.5001, logits_real 0.0175, logits_fake 0.0171,
Train Epoch: [4/20] Iters:[330/20018] gen_loss 0.1602, rec_loss 0.0300, lpips_loss 0.1810, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9013, d_loss 0.5000, logits_real 0.0180, logits_fake 0.0173,
Train Epoch: [4/20] Iters:[340/20018] gen_loss 0.1611, rec_loss 0.0297, lpips_loss 0.1811, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8791, d_loss 0.5001, logits_real 0.0175, logits_fake 0.0169,
Train Epoch: [4/20] Iters:[350/20018] gen_loss 0.1610, rec_loss 0.0295, lpips_loss 0.1810, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.8929, d_loss 0.5001, logits_real 0.0172, logits_fake 0.0167,
Train Epoch: [4/20] Iters:[360/20018] gen_loss 0.1609, rec_loss 0.0294, lpips_loss 0.1808, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.9137, d_loss 0.5001, logits_real 0.0171, logits_fake 0.0166,
Train Epoch: [4/20] Iters:[370/20018] gen_loss 0.1628, rec_loss 0.0292, lpips_loss 0.1810, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.8644, d_loss 0.5001, logits_real 0.0169, logits_fake 0.0163,
Train Epoch: [4/20] Iters:[380/20018] gen_loss 0.1616, rec_loss 0.0286, lpips_loss 0.1790, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 2.8713, d_loss 0.5001, logits_real 0.0162, logits_fake 0.0159,
Train Epoch: [4/20] Iters:[390/20018] gen_loss 0.1610, rec_loss 0.0287, lpips_loss 0.1789, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.8967, d_loss 0.5001, logits_real 0.0164, logits_fake 0.0161,
Train Epoch: [4/20] Iters:[400/20018] gen_loss 0.1611, rec_loss 0.0288, lpips_loss 0.1789, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.8941, d_loss 0.5001, logits_real 0.0164, logits_fake 0.0161,
Train Epoch: [4/20] Iters:[410/20018] gen_loss 0.1614, rec_loss 0.0293, lpips_loss 0.1791, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 2.9382, d_loss 0.5001, logits_real 0.0162, logits_fake 0.0159,
Train Epoch: [4/20] Iters:[420/20018] gen_loss 0.1612, rec_loss 0.0295, lpips_loss 0.1797, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.9543, d_loss 0.5002, logits_real 0.0163, logits_fake 0.0161,
Train Epoch: [4/20] Iters:[430/20018] gen_loss 0.1624, rec_loss 0.0296, lpips_loss 0.1812, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.9606, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0162,
Train Epoch: [4/20] Iters:[440/20018] gen_loss 0.1601, rec_loss 0.0295, lpips_loss 0.1809, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 3.0548, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0162,
Train Epoch: [4/20] Iters:[450/20018] gen_loss 0.1610, rec_loss 0.0298, lpips_loss 0.1810, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 3.0428, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0162,
Train Epoch: [4/20] Iters:[460/20018] gen_loss 0.1601, rec_loss 0.0290, lpips_loss 0.1800, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 3.0095, d_loss 0.5001, logits_real 0.0167, logits_fake 0.0162,
Train Epoch: [4/20] Iters:[470/20018] gen_loss 0.1603, rec_loss 0.0292, lpips_loss 0.1802, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 3.0063, d_loss 0.5001, logits_real 0.0167, logits_fake 0.0163,
Train Epoch: [4/20] Iters:[480/20018] gen_loss 0.1614, rec_loss 0.0296, lpips_loss 0.1803, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.9430, d_loss 0.5001, logits_real 0.0167, logits_fake 0.0163,
Train Epoch: [4/20] Iters:[490/20018] gen_loss 0.1651, rec_loss 0.0304, lpips_loss 0.1821, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8646, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0163,
Train Epoch: [4/20] Iters:[500/20018] gen_loss 0.1658, rec_loss 0.0305, lpips_loss 0.1819, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.8280, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0163,
Train Epoch: [4/20] Iters:[510/20018] gen_loss 0.1677, rec_loss 0.0311, lpips_loss 0.1833, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.7729, d_loss 0.5002, logits_real 0.0168, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[520/20018] gen_loss 0.1674, rec_loss 0.0311, lpips_loss 0.1832, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.7901, d_loss 0.5001, logits_real 0.0168, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[530/20018] gen_loss 0.1670, rec_loss 0.0308, lpips_loss 0.1827, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.7498, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0168,
Train Epoch: [4/20] Iters:[540/20018] gen_loss 0.1632, rec_loss 0.0304, lpips_loss 0.1814, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 2.8163, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0171,
Train Epoch: [4/20] Iters:[550/20018] gen_loss 0.1602, rec_loss 0.0302, lpips_loss 0.1818, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8974, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[560/20018] gen_loss 0.1563, rec_loss 0.0297, lpips_loss 0.1808, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 2.9730, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0183,
Train Epoch: [4/20] Iters:[570/20018] gen_loss 0.1528, rec_loss 0.0292, lpips_loss 0.1797, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0204, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0187,
Train Epoch: [4/20] Iters:[580/20018] gen_loss 0.1508, rec_loss 0.0291, lpips_loss 0.1791, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1290, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0185,
Train Epoch: [4/20] Iters:[590/20018] gen_loss 0.1520, rec_loss 0.0291, lpips_loss 0.1795, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1816, d_loss 0.5002, logits_real 0.0181, logits_fake 0.0179,
Train Epoch: [4/20] Iters:[600/20018] gen_loss 0.1538, rec_loss 0.0291, lpips_loss 0.1797, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.2240, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [4/20] Iters:[610/20018] gen_loss 0.1556, rec_loss 0.0292, lpips_loss 0.1793, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 3.2040, d_loss 0.5002, logits_real 0.0166, logits_fake 0.0164,
Train Epoch: [4/20] Iters:[620/20018] gen_loss 0.1574, rec_loss 0.0298, lpips_loss 0.1796, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 3.1720, d_loss 0.5001, logits_real 0.0163, logits_fake 0.0160,
Train Epoch: [4/20] Iters:[630/20018] gen_loss 0.1589, rec_loss 0.0304, lpips_loss 0.1807, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 3.1672, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0162,
Train Epoch: [4/20] Iters:[640/20018] gen_loss 0.1579, rec_loss 0.0308, lpips_loss 0.1811, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1448, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0168,
Train Epoch: [4/20] Iters:[650/20018] gen_loss 0.1566, rec_loss 0.0314, lpips_loss 0.1817, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1815, d_loss 0.5003, logits_real 0.0173, logits_fake 0.0175,
Train Epoch: [4/20] Iters:[660/20018] gen_loss 0.1544, rec_loss 0.0314, lpips_loss 0.1821, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.2456, d_loss 0.5003, logits_real 0.0179, logits_fake 0.0181,
Train Epoch: [4/20] Iters:[670/20018] gen_loss 0.1541, rec_loss 0.0312, lpips_loss 0.1827, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.2800, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0182,
Train Epoch: [4/20] Iters:[680/20018] gen_loss 0.1549, rec_loss 0.0310, lpips_loss 0.1840, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.2764, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [4/20] Iters:[690/20018] gen_loss 0.1548, rec_loss 0.0307, lpips_loss 0.1831, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2415, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0183,
Train Epoch: [4/20] Iters:[700/20018] gen_loss 0.1549, rec_loss 0.0297, lpips_loss 0.1811, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 3.0992, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0179,
Train Epoch: [4/20] Iters:[710/20018] gen_loss 0.1560, rec_loss 0.0297, lpips_loss 0.1813, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0745, d_loss 0.5002, logits_real 0.0177, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[720/20018] gen_loss 0.1542, rec_loss 0.0292, lpips_loss 0.1804, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.1443, d_loss 0.5003, logits_real 0.0176, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[730/20018] gen_loss 0.1525, rec_loss 0.0291, lpips_loss 0.1787, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.1931, d_loss 0.5003, logits_real 0.0174, logits_fake 0.0176,
Train Epoch: [4/20] Iters:[740/20018] gen_loss 0.1534, rec_loss 0.0292, lpips_loss 0.1799, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.2596, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0173,
Train Epoch: [4/20] Iters:[750/20018] gen_loss 0.1523, rec_loss 0.0292, lpips_loss 0.1795, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 3.3381, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0174,
Train Epoch: [4/20] Iters:[760/20018] gen_loss 0.1513, rec_loss 0.0290, lpips_loss 0.1786, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 3.3313, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0173,
Train Epoch: [4/20] Iters:[770/20018] gen_loss 0.1532, rec_loss 0.0294, lpips_loss 0.1791, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.2361, d_loss 0.5002, logits_real 0.0174, logits_fake 0.0174,
Train Epoch: [4/20] Iters:[780/20018] gen_loss 0.1514, rec_loss 0.0292, lpips_loss 0.1791, g_loss -0.0172, disc_weight 0.5000, disc_adaptive_weight 3.3050, d_loss 0.5002, logits_real 0.0175, logits_fake 0.0175,
Train Epoch: [4/20] Iters:[790/20018] gen_loss 0.1508, rec_loss 0.0289, lpips_loss 0.1783, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.2502, d_loss 0.5001, logits_real 0.0179, logits_fake 0.0176,
Train Epoch: [4/20] Iters:[800/20018] gen_loss 0.1530, rec_loss 0.0290, lpips_loss 0.1796, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.1521, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[810/20018] gen_loss 0.1528, rec_loss 0.0290, lpips_loss 0.1795, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.1226, d_loss 0.5002, logits_real 0.0181, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[820/20018] gen_loss 0.1531, rec_loss 0.0287, lpips_loss 0.1793, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 3.0565, d_loss 0.5002, logits_real 0.0182, logits_fake 0.0180,
Train Epoch: [4/20] Iters:[830/20018] gen_loss 0.1555, rec_loss 0.0285, lpips_loss 0.1792, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9033, d_loss 0.5001, logits_real 0.0182, logits_fake 0.0180,
Train Epoch: [4/20] Iters:[840/20018] gen_loss 0.1552, rec_loss 0.0283, lpips_loss 0.1785, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.8767, d_loss 0.5001, logits_real 0.0182, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[850/20018] gen_loss 0.1548, rec_loss 0.0286, lpips_loss 0.1778, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9085, d_loss 0.5001, logits_real 0.0181, logits_fake 0.0176,
Train Epoch: [4/20] Iters:[860/20018] gen_loss 0.1553, rec_loss 0.0290, lpips_loss 0.1784, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9623, d_loss 0.5001, logits_real 0.0180, logits_fake 0.0175,
Train Epoch: [4/20] Iters:[870/20018] gen_loss 0.1555, rec_loss 0.0292, lpips_loss 0.1800, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.0610, d_loss 0.5001, logits_real 0.0180, logits_fake 0.0175,
Train Epoch: [4/20] Iters:[880/20018] gen_loss 0.1522, rec_loss 0.0293, lpips_loss 0.1802, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.1980, d_loss 0.5001, logits_real 0.0183, logits_fake 0.0177,
Train Epoch: [4/20] Iters:[890/20018] gen_loss 0.1520, rec_loss 0.0298, lpips_loss 0.1812, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.3326, d_loss 0.5001, logits_real 0.0182, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[900/20018] gen_loss 0.1527, rec_loss 0.0296, lpips_loss 0.1819, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.3511, d_loss 0.5002, logits_real 0.0182, logits_fake 0.0180,
Train Epoch: [4/20] Iters:[910/20018] gen_loss 0.1534, rec_loss 0.0294, lpips_loss 0.1805, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.2398, d_loss 0.5001, logits_real 0.0181, logits_fake 0.0178,
Train Epoch: [4/20] Iters:[920/20018] gen_loss 0.1554, rec_loss 0.0297, lpips_loss 0.1804, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.1970, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0176,
Train Epoch: [4/20] Iters:[930/20018] gen_loss 0.1597, rec_loss 0.0300, lpips_loss 0.1806, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 3.0410, d_loss 0.5002, logits_real 0.0174, logits_fake 0.0174,
Train Epoch: [4/20] Iters:[940/20018] gen_loss 0.1604, rec_loss 0.0298, lpips_loss 0.1804, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.9760, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0171,
Train Epoch: [4/20] Iters:[950/20018] gen_loss 0.1618, rec_loss 0.0296, lpips_loss 0.1805, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8937, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0170,
Train Epoch: [4/20] Iters:[960/20018] gen_loss 0.1627, rec_loss 0.0299, lpips_loss 0.1819, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.9256, d_loss 0.5001, logits_real 0.0172, logits_fake 0.0169,
Train Epoch: [4/20] Iters:[970/20018] gen_loss 0.1615, rec_loss 0.0292, lpips_loss 0.1809, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.8933, d_loss 0.5001, logits_real 0.0171, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[980/20018] gen_loss 0.1612, rec_loss 0.0293, lpips_loss 0.1810, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.9475, d_loss 0.5001, logits_real 0.0169, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[990/20018] gen_loss 0.1622, rec_loss 0.0289, lpips_loss 0.1805, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.8619, d_loss 0.5002, logits_real 0.0167, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[1000/20018] gen_loss 0.1610, rec_loss 0.0294, lpips_loss 0.1807, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.9755, d_loss 0.5002, logits_real 0.0166, logits_fake 0.0165,
Train Epoch: [4/20] Iters:[1010/20018] gen_loss 0.1598, rec_loss 0.0300, lpips_loss 0.1805, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 3.0228, d_loss 0.5003, logits_real 0.0166, logits_fake 0.0168,
Train Epoch: [4/20] Iters:[1020/20018] gen_loss 0.1588, rec_loss 0.0308, lpips_loss 0.1813, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.1282, d_loss 0.5003, logits_real 0.0168, logits_fake 0.0171,
Train Epoch: [4/20] Iters:[1030/20018] gen_loss 0.1593, rec_loss 0.0307, lpips_loss 0.1817, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.0995, d_loss 0.5003, logits_real 0.0169, logits_fake 0.0171,
