dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss -0.8271, rec_loss 0.0235, lpips_loss 0.1791, g_loss -0.1784, disc_weight 0.5000, disc_adaptive_weight 5.5725, d_loss 2.4870, logits_real 0.1403, logits_fake 0.1815,
Train Epoch: [6/10] Iters:[3380/20018] gen_loss 0.1612, rec_loss 0.0297, lpips_loss 0.1790, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.2967, d_loss 0.5001, logits_real 0.0147, logits_fake 0.0144,
Train Epoch: [6/10] Iters:[3390/20018] gen_loss 0.1627, rec_loss 0.0302, lpips_loss 0.1804, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.2353, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0149,
Train Epoch: [6/10] Iters:[3400/20018] gen_loss 0.1643, rec_loss 0.0303, lpips_loss 0.1814, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 3.1668, d_loss 0.5002, logits_real 0.0151, logits_fake 0.0151,
Train Epoch: [6/10] Iters:[3410/20018] gen_loss 0.1663, rec_loss 0.0302, lpips_loss 0.1813, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 3.0278, d_loss 0.5002, logits_real 0.0152, logits_fake 0.0151,
Train Epoch: [6/10] Iters:[3420/20018] gen_loss 0.1677, rec_loss 0.0301, lpips_loss 0.1813, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 2.9475, d_loss 0.5001, logits_real 0.0153, logits_fake 0.0151,
Train Epoch: [6/10] Iters:[3430/20018] gen_loss 0.1701, rec_loss 0.0304, lpips_loss 0.1818, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 2.8740, d_loss 0.5001, logits_real 0.0152, logits_fake 0.0148,
Train Epoch: [6/10] Iters:[3440/20018] gen_loss 0.1684, rec_loss 0.0297, lpips_loss 0.1810, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 2.9085, d_loss 0.5000, logits_real 0.0152, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[3450/20018] gen_loss 0.1664, rec_loss 0.0292, lpips_loss 0.1805, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.0023, d_loss 0.5000, logits_real 0.0150, logits_fake 0.0143,
Train Epoch: [6/10] Iters:[3460/20018] gen_loss 0.1660, rec_loss 0.0291, lpips_loss 0.1803, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 3.0774, d_loss 0.5000, logits_real 0.0146, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[3470/20018] gen_loss 0.1659, rec_loss 0.0291, lpips_loss 0.1799, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 3.0686, d_loss 0.5001, logits_real 0.0146, logits_fake 0.0142,
Train Epoch: [6/10] Iters:[3480/20018] gen_loss 0.1669, rec_loss 0.0293, lpips_loss 0.1808, g_loss -0.0139, disc_weight 0.5000, disc_adaptive_weight 3.1031, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[3490/20018] gen_loss 0.1696, rec_loss 0.0294, lpips_loss 0.1813, g_loss -0.0136, disc_weight 0.5000, disc_adaptive_weight 3.0214, d_loss 0.5000, logits_real 0.0142, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3500/20018] gen_loss 0.1722, rec_loss 0.0300, lpips_loss 0.1825, g_loss -0.0137, disc_weight 0.5000, disc_adaptive_weight 2.9470, d_loss 0.5001, logits_real 0.0143, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[3510/20018] gen_loss 0.1714, rec_loss 0.0302, lpips_loss 0.1826, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 2.9583, d_loss 0.5000, logits_real 0.0147, logits_fake 0.0142,
Train Epoch: [6/10] Iters:[3520/20018] gen_loss 0.1699, rec_loss 0.0304, lpips_loss 0.1834, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.0467, d_loss 0.5000, logits_real 0.0151, logits_fake 0.0144,
Train Epoch: [6/10] Iters:[3530/20018] gen_loss 0.1669, rec_loss 0.0300, lpips_loss 0.1828, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 3.0891, d_loss 0.5000, logits_real 0.0155, logits_fake 0.0150,
Train Epoch: [6/10] Iters:[3540/20018] gen_loss 0.1650, rec_loss 0.0302, lpips_loss 0.1834, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.1631, d_loss 0.5001, logits_real 0.0158, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[3550/20018] gen_loss 0.1619, rec_loss 0.0302, lpips_loss 0.1825, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 3.2334, d_loss 0.5001, logits_real 0.0162, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[3560/20018] gen_loss 0.1609, rec_loss 0.0303, lpips_loss 0.1825, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 3.2940, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[3570/20018] gen_loss 0.1611, rec_loss 0.0300, lpips_loss 0.1818, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 3.2183, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[3580/20018] gen_loss 0.1622, rec_loss 0.0302, lpips_loss 0.1820, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.2136, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[3590/20018] gen_loss 0.1618, rec_loss 0.0299, lpips_loss 0.1810, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.2113, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[3600/20018] gen_loss 0.1622, rec_loss 0.0298, lpips_loss 0.1805, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.1454, d_loss 0.5001, logits_real 0.0160, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[3610/20018] gen_loss 0.1618, rec_loss 0.0294, lpips_loss 0.1804, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.1308, d_loss 0.5001, logits_real 0.0162, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[3620/20018] gen_loss 0.1636, rec_loss 0.0297, lpips_loss 0.1809, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.0622, d_loss 0.5001, logits_real 0.0163, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[3630/20018] gen_loss 0.1631, rec_loss 0.0296, lpips_loss 0.1807, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 3.0044, d_loss 0.5001, logits_real 0.0164, logits_fake 0.0160,
Train Epoch: [6/10] Iters:[3640/20018] gen_loss 0.1635, rec_loss 0.0298, lpips_loss 0.1807, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 2.9595, d_loss 0.5000, logits_real 0.0167, logits_fake 0.0161,
Train Epoch: [6/10] Iters:[3650/20018] gen_loss 0.1630, rec_loss 0.0295, lpips_loss 0.1807, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 2.9780, d_loss 0.5000, logits_real 0.0166, logits_fake 0.0159,
Train Epoch: [6/10] Iters:[3660/20018] gen_loss 0.1657, rec_loss 0.0300, lpips_loss 0.1810, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 2.8572, d_loss 0.5000, logits_real 0.0165, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[3670/20018] gen_loss 0.1654, rec_loss 0.0300, lpips_loss 0.1807, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 2.9425, d_loss 0.5000, logits_real 0.0158, logits_fake 0.0151,
Train Epoch: [6/10] Iters:[3680/20018] gen_loss 0.1670, rec_loss 0.0294, lpips_loss 0.1801, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 2.8971, d_loss 0.5000, logits_real 0.0151, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[3690/20018] gen_loss 0.1682, rec_loss 0.0291, lpips_loss 0.1797, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 2.9152, d_loss 0.5001, logits_real 0.0142, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3700/20018] gen_loss 0.1722, rec_loss 0.0300, lpips_loss 0.1810, g_loss -0.0132, disc_weight 0.5000, disc_adaptive_weight 2.9619, d_loss 0.5001, logits_real 0.0133, logits_fake 0.0131,
Train Epoch: [6/10] Iters:[3710/20018] gen_loss 0.1710, rec_loss 0.0293, lpips_loss 0.1800, g_loss -0.0125, disc_weight 0.5000, disc_adaptive_weight 3.1036, d_loss 0.5002, logits_real 0.0125, logits_fake 0.0124,
Train Epoch: [6/10] Iters:[3720/20018] gen_loss 0.1712, rec_loss 0.0295, lpips_loss 0.1804, g_loss -0.0124, disc_weight 0.5000, disc_adaptive_weight 3.1612, d_loss 0.5002, logits_real 0.0123, logits_fake 0.0124,
Train Epoch: [6/10] Iters:[3730/20018] gen_loss 0.1686, rec_loss 0.0301, lpips_loss 0.1814, g_loss -0.0125, disc_weight 0.5000, disc_adaptive_weight 3.4271, d_loss 0.5002, logits_real 0.0125, logits_fake 0.0125,
Train Epoch: [6/10] Iters:[3740/20018] gen_loss 0.1664, rec_loss 0.0302, lpips_loss 0.1808, g_loss -0.0127, disc_weight 0.5000, disc_adaptive_weight 3.4949, d_loss 0.5002, logits_real 0.0126, logits_fake 0.0128,
Train Epoch: [6/10] Iters:[3750/20018] gen_loss 0.1652, rec_loss 0.0298, lpips_loss 0.1807, g_loss -0.0132, disc_weight 0.5000, disc_adaptive_weight 3.4299, d_loss 0.5002, logits_real 0.0131, logits_fake 0.0132,
Train Epoch: [6/10] Iters:[3760/20018] gen_loss 0.1658, rec_loss 0.0301, lpips_loss 0.1822, g_loss -0.0138, disc_weight 0.5000, disc_adaptive_weight 3.3787, d_loss 0.5002, logits_real 0.0136, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3770/20018] gen_loss 0.1659, rec_loss 0.0303, lpips_loss 0.1820, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 3.3060, d_loss 0.5002, logits_real 0.0137, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[3780/20018] gen_loss 0.1687, rec_loss 0.0307, lpips_loss 0.1825, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 3.1791, d_loss 0.5001, logits_real 0.0139, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3790/20018] gen_loss 0.1705, rec_loss 0.0306, lpips_loss 0.1835, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 3.0867, d_loss 0.5001, logits_real 0.0141, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[3800/20018] gen_loss 0.1705, rec_loss 0.0310, lpips_loss 0.1833, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 3.1037, d_loss 0.5001, logits_real 0.0139, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3810/20018] gen_loss 0.1697, rec_loss 0.0307, lpips_loss 0.1816, g_loss -0.0138, disc_weight 0.5000, disc_adaptive_weight 3.0988, d_loss 0.5001, logits_real 0.0136, logits_fake 0.0134,
Train Epoch: [6/10] Iters:[3820/20018] gen_loss 0.1699, rec_loss 0.0299, lpips_loss 0.1814, g_loss -0.0133, disc_weight 0.5000, disc_adaptive_weight 3.1187, d_loss 0.5001, logits_real 0.0137, logits_fake 0.0133,
Train Epoch: [6/10] Iters:[3830/20018] gen_loss 0.1706, rec_loss 0.0298, lpips_loss 0.1807, g_loss -0.0130, disc_weight 0.5000, disc_adaptive_weight 3.0650, d_loss 0.5001, logits_real 0.0136, logits_fake 0.0132,
Train Epoch: [6/10] Iters:[3840/20018] gen_loss 0.1707, rec_loss 0.0299, lpips_loss 0.1802, g_loss -0.0129, disc_weight 0.5000, disc_adaptive_weight 3.0427, d_loss 0.5001, logits_real 0.0136, logits_fake 0.0131,
Train Epoch: [6/10] Iters:[3850/20018] gen_loss 0.1692, rec_loss 0.0291, lpips_loss 0.1792, g_loss -0.0129, disc_weight 0.5000, disc_adaptive_weight 3.0292, d_loss 0.5000, logits_real 0.0137, logits_fake 0.0131,
Train Epoch: [6/10] Iters:[3860/20018] gen_loss 0.1697, rec_loss 0.0290, lpips_loss 0.1806, g_loss -0.0130, disc_weight 0.5000, disc_adaptive_weight 3.0732, d_loss 0.5001, logits_real 0.0138, logits_fake 0.0134,
Train Epoch: [6/10] Iters:[3870/20018] gen_loss 0.1688, rec_loss 0.0293, lpips_loss 0.1804, g_loss -0.0132, disc_weight 0.5000, disc_adaptive_weight 3.1224, d_loss 0.5001, logits_real 0.0138, logits_fake 0.0135,
Train Epoch: [6/10] Iters:[3880/20018] gen_loss 0.1663, rec_loss 0.0288, lpips_loss 0.1797, g_loss -0.0135, disc_weight 0.5000, disc_adaptive_weight 3.1413, d_loss 0.5001, logits_real 0.0137, logits_fake 0.0136,
Train Epoch: [6/10] Iters:[3890/20018] gen_loss 0.1678, rec_loss 0.0289, lpips_loss 0.1817, g_loss -0.0138, disc_weight 0.5000, disc_adaptive_weight 3.1326, d_loss 0.5002, logits_real 0.0138, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3900/20018] gen_loss 0.1696, rec_loss 0.0289, lpips_loss 0.1822, g_loss -0.0136, disc_weight 0.5000, disc_adaptive_weight 3.0659, d_loss 0.5002, logits_real 0.0137, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3910/20018] gen_loss 0.1696, rec_loss 0.0290, lpips_loss 0.1814, g_loss -0.0136, disc_weight 0.5000, disc_adaptive_weight 3.0211, d_loss 0.5002, logits_real 0.0137, logits_fake 0.0136,
Train Epoch: [6/10] Iters:[3920/20018] gen_loss 0.1699, rec_loss 0.0292, lpips_loss 0.1817, g_loss -0.0136, disc_weight 0.5000, disc_adaptive_weight 3.0122, d_loss 0.5001, logits_real 0.0139, logits_fake 0.0136,
Train Epoch: [6/10] Iters:[3930/20018] gen_loss 0.1691, rec_loss 0.0290, lpips_loss 0.1820, g_loss -0.0139, disc_weight 0.5000, disc_adaptive_weight 3.0123, d_loss 0.5001, logits_real 0.0141, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3940/20018] gen_loss 0.1665, rec_loss 0.0292, lpips_loss 0.1810, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 3.1020, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[3950/20018] gen_loss 0.1630, rec_loss 0.0293, lpips_loss 0.1813, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 3.2792, d_loss 0.5001, logits_real 0.0149, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[3960/20018] gen_loss 0.1610, rec_loss 0.0297, lpips_loss 0.1823, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.3330, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[3970/20018] gen_loss 0.1582, rec_loss 0.0295, lpips_loss 0.1817, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.3319, d_loss 0.5001, logits_real 0.0157, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[3980/20018] gen_loss 0.1615, rec_loss 0.0302, lpips_loss 0.1839, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 3.2931, d_loss 0.5001, logits_real 0.0160, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[3990/20018] gen_loss 0.1619, rec_loss 0.0298, lpips_loss 0.1828, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 3.1401, d_loss 0.5001, logits_real 0.0162, logits_fake 0.0159,
Train Epoch: [6/10] Iters:[4000/20018] gen_loss 0.1630, rec_loss 0.0296, lpips_loss 0.1819, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.9860, d_loss 0.5001, logits_real 0.0164, logits_fake 0.0160,
Train Epoch: [6/10] Iters:[4010/20018] gen_loss 0.1640, rec_loss 0.0294, lpips_loss 0.1821, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.9376, d_loss 0.5000, logits_real 0.0165, logits_fake 0.0159,
Train Epoch: [6/10] Iters:[4020/20018] gen_loss 0.1673, rec_loss 0.0299, lpips_loss 0.1839, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 2.8536, d_loss 0.5000, logits_real 0.0170, logits_fake 0.0161,
Train Epoch: [6/10] Iters:[4030/20018] gen_loss 0.1650, rec_loss 0.0297, lpips_loss 0.1819, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 2.8570, d_loss 0.5000, logits_real 0.0169, logits_fake 0.0162,
Train Epoch: [6/10] Iters:[4040/20018] gen_loss 0.1648, rec_loss 0.0302, lpips_loss 0.1828, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.9377, d_loss 0.5000, logits_real 0.0171, logits_fake 0.0164,
Train Epoch: [6/10] Iters:[4050/20018] gen_loss 0.1651, rec_loss 0.0304, lpips_loss 0.1837, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 2.9916, d_loss 0.5000, logits_real 0.0171, logits_fake 0.0164,
Train Epoch: [6/10] Iters:[4060/20018] gen_loss 0.1647, rec_loss 0.0303, lpips_loss 0.1825, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 2.9882, d_loss 0.5000, logits_real 0.0169, logits_fake 0.0162,
Train Epoch: [6/10] Iters:[4070/20018] gen_loss 0.1625, rec_loss 0.0296, lpips_loss 0.1806, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.0587, d_loss 0.5000, logits_real 0.0162, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[4080/20018] gen_loss 0.1623, rec_loss 0.0292, lpips_loss 0.1807, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.1130, d_loss 0.5000, logits_real 0.0159, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[4090/20018] gen_loss 0.1631, rec_loss 0.0290, lpips_loss 0.1804, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 3.1179, d_loss 0.5000, logits_real 0.0154, logits_fake 0.0148,
Train Epoch: [6/10] Iters:[4100/20018] gen_loss 0.1642, rec_loss 0.0291, lpips_loss 0.1801, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 3.0959, d_loss 0.5000, logits_real 0.0150, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[4110/20018] gen_loss 0.1636, rec_loss 0.0295, lpips_loss 0.1808, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.1442, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[4120/20018] gen_loss 0.1623, rec_loss 0.0298, lpips_loss 0.1813, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.1719, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[4130/20018] gen_loss 0.1621, rec_loss 0.0298, lpips_loss 0.1810, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.1135, d_loss 0.5001, logits_real 0.0158, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[4140/20018] gen_loss 0.1620, rec_loss 0.0297, lpips_loss 0.1809, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.1202, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [6/10] Iters:[4150/20018] gen_loss 0.1611, rec_loss 0.0296, lpips_loss 0.1808, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.1658, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[4160/20018] gen_loss 0.1639, rec_loss 0.0296, lpips_loss 0.1811, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.0936, d_loss 0.5001, logits_real 0.0155, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[4170/20018] gen_loss 0.1660, rec_loss 0.0293, lpips_loss 0.1815, g_loss -0.0147, disc_weight 0.5000, disc_adaptive_weight 3.0782, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[4180/20018] gen_loss 0.1653, rec_loss 0.0293, lpips_loss 0.1814, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.1628, d_loss 0.5000, logits_real 0.0150, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[4190/20018] gen_loss 0.1630, rec_loss 0.0290, lpips_loss 0.1808, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 3.2181, d_loss 0.5001, logits_real 0.0149, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[4200/20018] gen_loss 0.1640, rec_loss 0.0298, lpips_loss 0.1816, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.1732, d_loss 0.5002, logits_real 0.0151, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[4210/20018] gen_loss 0.1625, rec_loss 0.0300, lpips_loss 0.1808, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.1955, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[4220/20018] gen_loss 0.1617, rec_loss 0.0305, lpips_loss 0.1804, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.2039, d_loss 0.5001, logits_real 0.0157, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[4230/20018] gen_loss 0.1610, rec_loss 0.0304, lpips_loss 0.1797, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.2004, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[4240/20018] gen_loss 0.1626, rec_loss 0.0307, lpips_loss 0.1802, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.1624, d_loss 0.5001, logits_real 0.0157, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[4250/20018] gen_loss 0.1627, rec_loss 0.0304, lpips_loss 0.1799, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 3.1914, d_loss 0.5000, logits_real 0.0155, logits_fake 0.0150,
Train Epoch: [6/10] Iters:[4260/20018] gen_loss 0.1638, rec_loss 0.0298, lpips_loss 0.1799, g_loss -0.0147, disc_weight 0.5000, disc_adaptive_weight 3.1248, d_loss 0.5000, logits_real 0.0152, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[4270/20018] gen_loss 0.1656, rec_loss 0.0294, lpips_loss 0.1797, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.0202, d_loss 0.5001, logits_real 0.0148, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[4280/20018] gen_loss 0.1672, rec_loss 0.0295, lpips_loss 0.1805, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 2.9649, d_loss 0.5000, logits_real 0.0149, logits_fake 0.0143,
Train Epoch: [6/10] Iters:[4290/20018] gen_loss 0.1676, rec_loss 0.0291, lpips_loss 0.1795, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 2.8886, d_loss 0.5000, logits_real 0.0147, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[4300/20018] gen_loss 0.1670, rec_loss 0.0290, lpips_loss 0.1784, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 2.8973, d_loss 0.5000, logits_real 0.0146, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[4310/20018] gen_loss 0.1670, rec_loss 0.0296, lpips_loss 0.1779, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 2.9156, d_loss 0.4999, logits_real 0.0149, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[4320/20018] gen_loss 0.1685, rec_loss 0.0299, lpips_loss 0.1787, g_loss -0.0136, disc_weight 0.5000, disc_adaptive_weight 2.9484, d_loss 0.4999, logits_real 0.0147, logits_fake 0.0136,
Train Epoch: [6/10] Iters:[4330/20018] gen_loss 0.1711, rec_loss 0.0301, lpips_loss 0.1800, g_loss -0.0132, disc_weight 0.5000, disc_adaptive_weight 2.9697, d_loss 0.5000, logits_real 0.0141, logits_fake 0.0133,
Train Epoch: [6/10] Iters:[4340/20018] gen_loss 0.1738, rec_loss 0.0305, lpips_loss 0.1814, g_loss -0.0127, disc_weight 0.5000, disc_adaptive_weight 3.0213, d_loss 0.5000, logits_real 0.0135, logits_fake 0.0128,
Train Epoch: [6/10] Iters:[4350/20018] gen_loss 0.1726, rec_loss 0.0298, lpips_loss 0.1805, g_loss -0.0125, disc_weight 0.5000, disc_adaptive_weight 3.0361, d_loss 0.5001, logits_real 0.0131, logits_fake 0.0126,
Train Epoch: [6/10] Iters:[4360/20018] gen_loss 0.1719, rec_loss 0.0290, lpips_loss 0.1804, g_loss -0.0120, disc_weight 0.5000, disc_adaptive_weight 3.1473, d_loss 0.5001, logits_real 0.0124, logits_fake 0.0121,
Train Epoch: [6/10] Iters:[4370/20018] gen_loss 0.1711, rec_loss 0.0286, lpips_loss 0.1796, g_loss -0.0118, disc_weight 0.5000, disc_adaptive_weight 3.1851, d_loss 0.5001, logits_real 0.0120, logits_fake 0.0117,
