dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3964, rec_loss 0.4142, p_loss 0.7748, quant_error1 0.5478, quant_error 0.9568, utilization 0.4543, perplexity 2231.3478,
Train Epoch: [4/5] Iters:[17010/20018] transplant_loss 0.9092, rec_loss 0.0260, p_loss 0.1821, quant_error1 0.2643, quant_error 0.2209, utilization 0.9810, perplexity 5814.0761,
Train Epoch: [4/5] Iters:[17020/20018] transplant_loss 0.9076, rec_loss 0.0261, p_loss 0.1828, quant_error1 0.2632, quant_error 0.2197, utilization 0.9809, perplexity 5805.2099,
Train Epoch: [4/5] Iters:[17030/20018] transplant_loss 0.8986, rec_loss 0.0256, p_loss 0.1814, quant_error1 0.2604, quant_error 0.2176, utilization 0.9812, perplexity 5820.9922,
Train Epoch: [4/5] Iters:[17040/20018] transplant_loss 0.8973, rec_loss 0.0254, p_loss 0.1808, quant_error1 0.2606, quant_error 0.2174, utilization 0.9810, perplexity 5797.9173,
Train Epoch: [4/5] Iters:[17050/20018] transplant_loss 0.8988, rec_loss 0.0255, p_loss 0.1805, quant_error1 0.2612, quant_error 0.2178, utilization 0.9810, perplexity 5798.6491,
Train Epoch: [4/5] Iters:[17060/20018] transplant_loss 0.8883, rec_loss 0.0251, p_loss 0.1790, quant_error1 0.2580, quant_error 0.2150, utilization 0.9808, perplexity 5791.6668,
Train Epoch: [4/5] Iters:[17070/20018] transplant_loss 0.8869, rec_loss 0.0248, p_loss 0.1790, quant_error1 0.2576, quant_error 0.2147, utilization 0.9807, perplexity 5786.7881,
Train Epoch: [4/5] Iters:[17080/20018] transplant_loss 0.8912, rec_loss 0.0252, p_loss 0.1799, quant_error1 0.2587, quant_error 0.2155, utilization 0.9806, perplexity 5775.9391,
Train Epoch: [4/5] Iters:[17090/20018] transplant_loss 0.8878, rec_loss 0.0250, p_loss 0.1797, quant_error1 0.2575, quant_error 0.2148, utilization 0.9811, perplexity 5799.4465,
Train Epoch: [4/5] Iters:[17100/20018] transplant_loss 0.8828, rec_loss 0.0247, p_loss 0.1797, quant_error1 0.2555, quant_error 0.2131, utilization 0.9807, perplexity 5793.0478,
Train Epoch: [4/5] Iters:[17110/20018] transplant_loss 0.8847, rec_loss 0.0248, p_loss 0.1800, quant_error1 0.2558, quant_error 0.2135, utilization 0.9807, perplexity 5787.3683,
Train Epoch: [4/5] Iters:[17120/20018] transplant_loss 0.8939, rec_loss 0.0253, p_loss 0.1806, quant_error1 0.2589, quant_error 0.2161, utilization 0.9808, perplexity 5801.7596,
Train Epoch: [4/5] Iters:[17130/20018] transplant_loss 0.8904, rec_loss 0.0250, p_loss 0.1803, quant_error1 0.2576, quant_error 0.2150, utilization 0.9808, perplexity 5787.7752,
Train Epoch: [4/5] Iters:[17140/20018] transplant_loss 0.9018, rec_loss 0.0256, p_loss 0.1813, quant_error1 0.2613, quant_error 0.2181, utilization 0.9807, perplexity 5788.0634,
Train Epoch: [4/5] Iters:[17150/20018] transplant_loss 0.9072, rec_loss 0.0258, p_loss 0.1813, quant_error1 0.2636, quant_error 0.2200, utilization 0.9807, perplexity 5780.6615,
Train Epoch: [4/5] Iters:[17160/20018] transplant_loss 0.9056, rec_loss 0.0256, p_loss 0.1817, quant_error1 0.2634, quant_error 0.2195, utilization 0.9807, perplexity 5774.3314,
Train Epoch: [4/5] Iters:[17170/20018] transplant_loss 0.9026, rec_loss 0.0253, p_loss 0.1817, quant_error1 0.2625, quant_error 0.2187, utilization 0.9809, perplexity 5772.1760,
Train Epoch: [4/5] Iters:[17180/20018] transplant_loss 0.9125, rec_loss 0.0259, p_loss 0.1822, quant_error1 0.2663, quant_error 0.2217, utilization 0.9809, perplexity 5785.4289,
Train Epoch: [4/5] Iters:[17190/20018] transplant_loss 0.9087, rec_loss 0.0259, p_loss 0.1817, quant_error1 0.2648, quant_error 0.2206, utilization 0.9805, perplexity 5762.6023,
Train Epoch: [4/5] Iters:[17200/20018] transplant_loss 0.9018, rec_loss 0.0258, p_loss 0.1807, quant_error1 0.2623, quant_error 0.2187, utilization 0.9804, perplexity 5769.1942,
Train Epoch: [4/5] Iters:[17210/20018] transplant_loss 0.9046, rec_loss 0.0261, p_loss 0.1805, quant_error1 0.2631, quant_error 0.2194, utilization 0.9805, perplexity 5789.4602,
Train Epoch: [4/5] Iters:[17220/20018] transplant_loss 0.9013, rec_loss 0.0261, p_loss 0.1797, quant_error1 0.2619, quant_error 0.2186, utilization 0.9803, perplexity 5769.7408,
Train Epoch: [4/5] Iters:[17230/20018] transplant_loss 0.8960, rec_loss 0.0255, p_loss 0.1794, quant_error1 0.2599, quant_error 0.2173, utilization 0.9803, perplexity 5784.9151,
Train Epoch: [4/5] Iters:[17240/20018] transplant_loss 0.8942, rec_loss 0.0251, p_loss 0.1790, quant_error1 0.2601, quant_error 0.2172, utilization 0.9803, perplexity 5798.8298,
Train Epoch: [4/5] Iters:[17250/20018] transplant_loss 0.8992, rec_loss 0.0254, p_loss 0.1812, quant_error1 0.2610, quant_error 0.2178, utilization 0.9806, perplexity 5813.9554,
Train Epoch: [4/5] Iters:[17260/20018] transplant_loss 0.8993, rec_loss 0.0255, p_loss 0.1807, quant_error1 0.2611, quant_error 0.2180, utilization 0.9804, perplexity 5795.2553,
Train Epoch: [4/5] Iters:[17270/20018] transplant_loss 0.8969, rec_loss 0.0252, p_loss 0.1803, quant_error1 0.2606, quant_error 0.2175, utilization 0.9803, perplexity 5798.7790,
Train Epoch: [4/5] Iters:[17280/20018] transplant_loss 0.8932, rec_loss 0.0252, p_loss 0.1790, quant_error1 0.2604, quant_error 0.2167, utilization 0.9801, perplexity 5754.7037,
Train Epoch: [4/5] Iters:[17290/20018] transplant_loss 0.8863, rec_loss 0.0250, p_loss 0.1788, quant_error1 0.2574, quant_error 0.2144, utilization 0.9806, perplexity 5781.7081,
Train Epoch: [4/5] Iters:[17300/20018] transplant_loss 0.8988, rec_loss 0.0253, p_loss 0.1787, quant_error1 0.2623, quant_error 0.2181, utilization 0.9810, perplexity 5803.2965,
Train Epoch: [4/5] Iters:[17310/20018] transplant_loss 0.8920, rec_loss 0.0248, p_loss 0.1787, quant_error1 0.2600, quant_error 0.2160, utilization 0.9804, perplexity 5762.6793,
Train Epoch: [4/5] Iters:[17320/20018] transplant_loss 0.9019, rec_loss 0.0252, p_loss 0.1796, quant_error1 0.2629, quant_error 0.2191, utilization 0.9807, perplexity 5775.1670,
Train Epoch: [4/5] Iters:[17330/20018] transplant_loss 0.9022, rec_loss 0.0252, p_loss 0.1808, quant_error1 0.2624, quant_error 0.2188, utilization 0.9809, perplexity 5798.3222,
Train Epoch: [4/5] Iters:[17340/20018] transplant_loss 0.9028, rec_loss 0.0254, p_loss 0.1817, quant_error1 0.2621, quant_error 0.2187, utilization 0.9810, perplexity 5817.1483,
Train Epoch: [4/5] Iters:[17350/20018] transplant_loss 0.8973, rec_loss 0.0252, p_loss 0.1807, quant_error1 0.2605, quant_error 0.2175, utilization 0.9806, perplexity 5786.1069,
Train Epoch: [4/5] Iters:[17360/20018] transplant_loss 0.9043, rec_loss 0.0258, p_loss 0.1808, quant_error1 0.2629, quant_error 0.2195, utilization 0.9811, perplexity 5832.3278,
Train Epoch: [4/5] Iters:[17370/20018] transplant_loss 0.8960, rec_loss 0.0255, p_loss 0.1802, quant_error1 0.2605, quant_error 0.2171, utilization 0.9809, perplexity 5802.6207,
Train Epoch: [4/5] Iters:[17380/20018] transplant_loss 0.8950, rec_loss 0.0254, p_loss 0.1801, quant_error1 0.2598, quant_error 0.2169, utilization 0.9810, perplexity 5824.5254,
Train Epoch: [4/5] Iters:[17390/20018] transplant_loss 0.8935, rec_loss 0.0252, p_loss 0.1794, quant_error1 0.2597, quant_error 0.2164, utilization 0.9809, perplexity 5803.2381,
Train Epoch: [4/5] Iters:[17400/20018] transplant_loss 0.8858, rec_loss 0.0252, p_loss 0.1792, quant_error1 0.2567, quant_error 0.2142, utilization 0.9809, perplexity 5807.3541,
Train Epoch: [4/5] Iters:[17410/20018] transplant_loss 0.8888, rec_loss 0.0251, p_loss 0.1799, quant_error1 0.2577, quant_error 0.2152, utilization 0.9810, perplexity 5796.2266,
Train Epoch: [4/5] Iters:[17420/20018] transplant_loss 0.8929, rec_loss 0.0252, p_loss 0.1810, quant_error1 0.2588, quant_error 0.2159, utilization 0.9812, perplexity 5830.7285,
Train Epoch: [4/5] Iters:[17430/20018] transplant_loss 0.8929, rec_loss 0.0256, p_loss 0.1803, quant_error1 0.2590, quant_error 0.2159, utilization 0.9810, perplexity 5809.0789,
Train Epoch: [4/5] Iters:[17440/20018] transplant_loss 0.8944, rec_loss 0.0255, p_loss 0.1801, quant_error1 0.2596, quant_error 0.2167, utilization 0.9805, perplexity 5772.1121,
Train Epoch: [4/5] Iters:[17450/20018] transplant_loss 0.8982, rec_loss 0.0258, p_loss 0.1808, quant_error1 0.2609, quant_error 0.2174, utilization 0.9806, perplexity 5780.5206,
Train Epoch: [4/5] Iters:[17460/20018] transplant_loss 0.8941, rec_loss 0.0257, p_loss 0.1808, quant_error1 0.2592, quant_error 0.2160, utilization 0.9810, perplexity 5801.2080,
Train Epoch: [4/5] Iters:[17470/20018] transplant_loss 0.8900, rec_loss 0.0255, p_loss 0.1797, quant_error1 0.2583, quant_error 0.2153, utilization 0.9808, perplexity 5771.0658,
Train Epoch: [4/5] Iters:[17480/20018] transplant_loss 0.8910, rec_loss 0.0255, p_loss 0.1806, quant_error1 0.2584, quant_error 0.2154, utilization 0.9807, perplexity 5755.5283,
Train Epoch: [4/5] Iters:[17490/20018] transplant_loss 0.8931, rec_loss 0.0258, p_loss 0.1805, quant_error1 0.2591, quant_error 0.2158, utilization 0.9812, perplexity 5783.6257,
Train Epoch: [4/5] Iters:[17500/20018] transplant_loss 0.8995, rec_loss 0.0257, p_loss 0.1809, quant_error1 0.2612, quant_error 0.2177, utilization 0.9810, perplexity 5773.1182,
Train Epoch: [4/5] Iters:[17510/20018] transplant_loss 0.8978, rec_loss 0.0255, p_loss 0.1803, quant_error1 0.2609, quant_error 0.2172, utilization 0.9808, perplexity 5755.4094,
Train Epoch: [4/5] Iters:[17520/20018] transplant_loss 0.8915, rec_loss 0.0252, p_loss 0.1801, quant_error1 0.2583, quant_error 0.2154, utilization 0.9807, perplexity 5780.0587,
Train Epoch: [4/5] Iters:[17530/20018] transplant_loss 0.8956, rec_loss 0.0251, p_loss 0.1800, quant_error1 0.2597, quant_error 0.2166, utilization 0.9809, perplexity 5802.3220,
Train Epoch: [4/5] Iters:[17540/20018] transplant_loss 0.9072, rec_loss 0.0256, p_loss 0.1814, quant_error1 0.2637, quant_error 0.2197, utilization 0.9810, perplexity 5820.8653,
Train Epoch: [4/5] Iters:[17550/20018] transplant_loss 0.8995, rec_loss 0.0256, p_loss 0.1800, quant_error1 0.2608, quant_error 0.2178, utilization 0.9807, perplexity 5786.4264,
Train Epoch: [4/5] Iters:[17560/20018] transplant_loss 0.8959, rec_loss 0.0253, p_loss 0.1790, quant_error1 0.2600, quant_error 0.2172, utilization 0.9804, perplexity 5768.1033,
Train Epoch: [4/5] Iters:[17570/20018] transplant_loss 0.9087, rec_loss 0.0257, p_loss 0.1803, quant_error1 0.2641, quant_error 0.2205, utilization 0.9809, perplexity 5795.4062,
Train Epoch: [4/5] Iters:[17580/20018] transplant_loss 0.9061, rec_loss 0.0257, p_loss 0.1804, quant_error1 0.2634, quant_error 0.2198, utilization 0.9809, perplexity 5792.6120,
Train Epoch: [4/5] Iters:[17590/20018] transplant_loss 0.8937, rec_loss 0.0251, p_loss 0.1792, quant_error1 0.2589, quant_error 0.2165, utilization 0.9808, perplexity 5791.8803,
Train Epoch: [4/5] Iters:[17600/20018] transplant_loss 0.8885, rec_loss 0.0250, p_loss 0.1801, quant_error1 0.2572, quant_error 0.2148, utilization 0.9810, perplexity 5813.1262,
Train Epoch: [4/5] Iters:[17610/20018] transplant_loss 0.8957, rec_loss 0.0255, p_loss 0.1812, quant_error1 0.2592, quant_error 0.2161, utilization 0.9810, perplexity 5823.4829,
Train Epoch: [4/5] Iters:[17620/20018] transplant_loss 0.8952, rec_loss 0.0257, p_loss 0.1812, quant_error1 0.2594, quant_error 0.2161, utilization 0.9810, perplexity 5812.5754,
Train Epoch: [4/5] Iters:[17630/20018] transplant_loss 0.9006, rec_loss 0.0258, p_loss 0.1810, quant_error1 0.2617, quant_error 0.2181, utilization 0.9806, perplexity 5793.7332,
Train Epoch: [4/5] Iters:[17640/20018] transplant_loss 0.9042, rec_loss 0.0261, p_loss 0.1817, quant_error1 0.2629, quant_error 0.2191, utilization 0.9805, perplexity 5777.4544,
Train Epoch: [4/5] Iters:[17650/20018] transplant_loss 0.9016, rec_loss 0.0258, p_loss 0.1803, quant_error1 0.2625, quant_error 0.2187, utilization 0.9805, perplexity 5775.8830,
Train Epoch: [4/5] Iters:[17660/20018] transplant_loss 0.8946, rec_loss 0.0256, p_loss 0.1801, quant_error1 0.2600, quant_error 0.2168, utilization 0.9808, perplexity 5808.8134,
Train Epoch: [4/5] Iters:[17670/20018] transplant_loss 0.8873, rec_loss 0.0252, p_loss 0.1794, quant_error1 0.2575, quant_error 0.2146, utilization 0.9809, perplexity 5811.7210,
Train Epoch: [4/5] Iters:[17680/20018] transplant_loss 0.8891, rec_loss 0.0252, p_loss 0.1806, quant_error1 0.2575, quant_error 0.2148, utilization 0.9812, perplexity 5844.0763,
Train Epoch: [4/5] Iters:[17690/20018] transplant_loss 0.8904, rec_loss 0.0251, p_loss 0.1806, quant_error1 0.2581, quant_error 0.2152, utilization 0.9808, perplexity 5815.3201,
Train Epoch: [4/5] Iters:[17700/20018] transplant_loss 0.8946, rec_loss 0.0252, p_loss 0.1812, quant_error1 0.2594, quant_error 0.2164, utilization 0.9808, perplexity 5815.0770,
Train Epoch: [4/5] Iters:[17710/20018] transplant_loss 0.9073, rec_loss 0.0254, p_loss 0.1816, quant_error1 0.2643, quant_error 0.2203, utilization 0.9809, perplexity 5807.0113,
Train Epoch: [4/5] Iters:[17720/20018] transplant_loss 0.9044, rec_loss 0.0252, p_loss 0.1810, quant_error1 0.2636, quant_error 0.2197, utilization 0.9806, perplexity 5762.9388,
Train Epoch: [4/5] Iters:[17730/20018] transplant_loss 0.9018, rec_loss 0.0254, p_loss 0.1803, quant_error1 0.2625, quant_error 0.2189, utilization 0.9807, perplexity 5777.8376,
Train Epoch: [4/5] Iters:[17740/20018] transplant_loss 0.8997, rec_loss 0.0253, p_loss 0.1805, quant_error1 0.2619, quant_error 0.2180, utilization 0.9810, perplexity 5794.2267,
Train Epoch: [4/5] Iters:[17750/20018] transplant_loss 0.9008, rec_loss 0.0253, p_loss 0.1805, quant_error1 0.2624, quant_error 0.2185, utilization 0.9811, perplexity 5800.1752,
Train Epoch: [4/5] Iters:[17760/20018] transplant_loss 0.8948, rec_loss 0.0255, p_loss 0.1808, quant_error1 0.2596, quant_error 0.2163, utilization 0.9813, perplexity 5812.8566,
Train Epoch: [4/5] Iters:[17770/20018] transplant_loss 0.8935, rec_loss 0.0255, p_loss 0.1811, quant_error1 0.2587, quant_error 0.2156, utilization 0.9811, perplexity 5815.7260,
Train Epoch: [4/5] Iters:[17780/20018] transplant_loss 0.8904, rec_loss 0.0255, p_loss 0.1803, quant_error1 0.2578, quant_error 0.2147, utilization 0.9810, perplexity 5785.1269,
Train Epoch: [4/5] Iters:[17790/20018] transplant_loss 0.8868, rec_loss 0.0256, p_loss 0.1795, quant_error1 0.2566, quant_error 0.2137, utilization 0.9810, perplexity 5787.2211,
Train Epoch: [4/5] Iters:[17800/20018] transplant_loss 0.8861, rec_loss 0.0258, p_loss 0.1803, quant_error1 0.2556, quant_error 0.2132, utilization 0.9811, perplexity 5804.2893,
Train Epoch: [4/5] Iters:[17810/20018] transplant_loss 0.8841, rec_loss 0.0253, p_loss 0.1791, quant_error1 0.2557, quant_error 0.2132, utilization 0.9811, perplexity 5801.3814,
Train Epoch: [4/5] Iters:[17820/20018] transplant_loss 0.8922, rec_loss 0.0258, p_loss 0.1797, quant_error1 0.2583, quant_error 0.2154, utilization 0.9813, perplexity 5812.9887,
Train Epoch: [4/5] Iters:[17830/20018] transplant_loss 0.8953, rec_loss 0.0256, p_loss 0.1797, quant_error1 0.2598, quant_error 0.2166, utilization 0.9812, perplexity 5834.2082,
Train Epoch: [4/5] Iters:[17840/20018] transplant_loss 0.9044, rec_loss 0.0260, p_loss 0.1806, quant_error1 0.2627, quant_error 0.2194, utilization 0.9813, perplexity 5849.3501,
Train Epoch: [4/5] Iters:[17850/20018] transplant_loss 0.9062, rec_loss 0.0260, p_loss 0.1807, quant_error1 0.2638, quant_error 0.2199, utilization 0.9811, perplexity 5832.7448,
Train Epoch: [4/5] Iters:[17860/20018] transplant_loss 0.9125, rec_loss 0.0262, p_loss 0.1822, quant_error1 0.2657, quant_error 0.2215, utilization 0.9807, perplexity 5832.4616,
Train Epoch: [4/5] Iters:[17870/20018] transplant_loss 0.9117, rec_loss 0.0260, p_loss 0.1821, quant_error1 0.2656, quant_error 0.2214, utilization 0.9809, perplexity 5839.5731,
Train Epoch: [4/5] Iters:[17880/20018] transplant_loss 0.9058, rec_loss 0.0258, p_loss 0.1821, quant_error1 0.2632, quant_error 0.2195, utilization 0.9806, perplexity 5808.6508,
Train Epoch: [4/5] Iters:[17890/20018] transplant_loss 0.8972, rec_loss 0.0250, p_loss 0.1811, quant_error1 0.2608, quant_error 0.2172, utilization 0.9805, perplexity 5796.1727,
Train Epoch: [4/5] Iters:[17900/20018] transplant_loss 0.8950, rec_loss 0.0250, p_loss 0.1800, quant_error1 0.2605, quant_error 0.2168, utilization 0.9807, perplexity 5811.2356,
Train Epoch: [4/5] Iters:[17910/20018] transplant_loss 0.8913, rec_loss 0.0248, p_loss 0.1793, quant_error1 0.2593, quant_error 0.2159, utilization 0.9806, perplexity 5783.1828,
Train Epoch: [4/5] Iters:[17920/20018] transplant_loss 0.8960, rec_loss 0.0251, p_loss 0.1799, quant_error1 0.2612, quant_error 0.2173, utilization 0.9805, perplexity 5778.7420,
Train Epoch: [4/5] Iters:[17930/20018] transplant_loss 0.8996, rec_loss 0.0254, p_loss 0.1798, quant_error1 0.2626, quant_error 0.2183, utilization 0.9808, perplexity 5779.8897,
Train Epoch: [4/5] Iters:[17940/20018] transplant_loss 0.9061, rec_loss 0.0257, p_loss 0.1809, quant_error1 0.2643, quant_error 0.2202, utilization 0.9807, perplexity 5773.5969,
Train Epoch: [4/5] Iters:[17950/20018] transplant_loss 0.8999, rec_loss 0.0256, p_loss 0.1811, quant_error1 0.2616, quant_error 0.2179, utilization 0.9802, perplexity 5745.9781,
Train Epoch: [4/5] Iters:[17960/20018] transplant_loss 0.8992, rec_loss 0.0257, p_loss 0.1809, quant_error1 0.2613, quant_error 0.2177, utilization 0.9806, perplexity 5785.1899,
Train Epoch: [4/5] Iters:[17970/20018] transplant_loss 0.9060, rec_loss 0.0260, p_loss 0.1812, quant_error1 0.2631, quant_error 0.2191, utilization 0.9810, perplexity 5814.4739,
Train Epoch: [4/5] Iters:[17980/20018] transplant_loss 0.9041, rec_loss 0.0258, p_loss 0.1817, quant_error1 0.2618, quant_error 0.2183, utilization 0.9808, perplexity 5798.8093,
Train Epoch: [4/5] Iters:[17990/20018] transplant_loss 0.9034, rec_loss 0.0260, p_loss 0.1816, quant_error1 0.2614, quant_error 0.2185, utilization 0.9810, perplexity 5790.4652,
Train Epoch: [4/5] Iters:[18000/20018] transplant_loss 0.9100, rec_loss 0.0264, p_loss 0.1813, quant_error1 0.2640, quant_error 0.2207, utilization 0.9815, perplexity 5792.7207,
Train Epoch: [4/5] Iters:[18010/20018] transplant_loss 0.9098, rec_loss 0.0267, p_loss 0.1817, quant_error1 0.2636, quant_error 0.2203, utilization 0.9813, perplexity 5765.1963,
Train Epoch: [4/5] Iters:[18020/20018] transplant_loss 0.9021, rec_loss 0.0264, p_loss 0.1811, quant_error1 0.2611, quant_error 0.2185, utilization 0.9809, perplexity 5738.3271,
Train Epoch: [4/5] Iters:[18030/20018] transplant_loss 0.8977, rec_loss 0.0265, p_loss 0.1809, quant_error1 0.2595, quant_error 0.2171, utilization 0.9807, perplexity 5760.9164,
Train Epoch: [4/5] Iters:[18040/20018] transplant_loss 0.9034, rec_loss 0.0262, p_loss 0.1801, quant_error1 0.2625, quant_error 0.2190, utilization 0.9807, perplexity 5802.6476,
Train Epoch: [4/5] Iters:[18050/20018] transplant_loss 0.8996, rec_loss 0.0259, p_loss 0.1806, quant_error1 0.2611, quant_error 0.2176, utilization 0.9805, perplexity 5804.4888,
Train Epoch: [4/5] Iters:[18060/20018] transplant_loss 0.9009, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2620, quant_error 0.2184, utilization 0.9803, perplexity 5807.3478,
Train Epoch: [4/5] Iters:[18070/20018] transplant_loss 0.8988, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2610, quant_error 0.2176, utilization 0.9803, perplexity 5800.3798,
Train Epoch: [4/5] Iters:[18080/20018] transplant_loss 0.9101, rec_loss 0.0257, p_loss 0.1812, quant_error1 0.2653, quant_error 0.2211, utilization 0.9807, perplexity 5806.7691,
Train Epoch: [4/5] Iters:[18090/20018] transplant_loss 0.9029, rec_loss 0.0257, p_loss 0.1813, quant_error1 0.2626, quant_error 0.2186, utilization 0.9807, perplexity 5774.9318,
Train Epoch: [4/5] Iters:[18100/20018] transplant_loss 0.9121, rec_loss 0.0261, p_loss 0.1823, quant_error1 0.2653, quant_error 0.2212, utilization 0.9808, perplexity 5790.5414,
Train Epoch: [4/5] Iters:[18110/20018] transplant_loss 0.9112, rec_loss 0.0261, p_loss 0.1821, quant_error1 0.2653, quant_error 0.2210, utilization 0.9809, perplexity 5758.0640,
Train Epoch: [4/5] Iters:[18120/20018] transplant_loss 0.9083, rec_loss 0.0260, p_loss 0.1813, quant_error1 0.2648, quant_error 0.2205, utilization 0.9810, perplexity 5766.2317,
Train Epoch: [4/5] Iters:[18130/20018] transplant_loss 0.9073, rec_loss 0.0258, p_loss 0.1809, quant_error1 0.2650, quant_error 0.2205, utilization 0.9811, perplexity 5780.7513,
Train Epoch: [4/5] Iters:[18140/20018] transplant_loss 0.9111, rec_loss 0.0261, p_loss 0.1811, quant_error1 0.2662, quant_error 0.2217, utilization 0.9811, perplexity 5778.9426,
Train Epoch: [4/5] Iters:[18150/20018] transplant_loss 0.9076, rec_loss 0.0258, p_loss 0.1799, quant_error1 0.2659, quant_error 0.2211, utilization 0.9809, perplexity 5766.2945,
Train Epoch: [4/5] Iters:[18160/20018] transplant_loss 0.9065, rec_loss 0.0257, p_loss 0.1805, quant_error1 0.2647, quant_error 0.2206, utilization 0.9809, perplexity 5791.3847,
Train Epoch: [4/5] Iters:[18170/20018] transplant_loss 0.9189, rec_loss 0.0262, p_loss 0.1822, quant_error1 0.2684, quant_error 0.2236, utilization 0.9812, perplexity 5831.3005,
Train Epoch: [4/5] Iters:[18180/20018] transplant_loss 0.9110, rec_loss 0.0262, p_loss 0.1815, quant_error1 0.2649, quant_error 0.2209, utilization 0.9806, perplexity 5789.7635,
Train Epoch: [4/5] Iters:[18190/20018] transplant_loss 0.9056, rec_loss 0.0260, p_loss 0.1817, quant_error1 0.2624, quant_error 0.2194, utilization 0.9805, perplexity 5790.5134,
Train Epoch: [4/5] Iters:[18200/20018] transplant_loss 0.9032, rec_loss 0.0259, p_loss 0.1820, quant_error1 0.2612, quant_error 0.2185, utilization 0.9808, perplexity 5810.1263,
Train Epoch: [4/5] Iters:[18210/20018] transplant_loss 0.9001, rec_loss 0.0259, p_loss 0.1812, quant_error1 0.2606, quant_error 0.2174, utilization 0.9807, perplexity 5804.4312,
Train Epoch: [4/5] Iters:[18220/20018] transplant_loss 0.8908, rec_loss 0.0254, p_loss 0.1800, quant_error1 0.2579, quant_error 0.2152, utilization 0.9804, perplexity 5771.9639,
Train Epoch: [4/5] Iters:[18230/20018] transplant_loss 0.9002, rec_loss 0.0255, p_loss 0.1804, quant_error1 0.2621, quant_error 0.2185, utilization 0.9806, perplexity 5775.3272,
