dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 32768
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_32768_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_15
saver_name_pre: wasserstein_vq_refinement_False_15_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss -2.2669, rec_loss 0.0240, lpips_loss 0.1984, g_loss -0.2615, disc_weight 0.4000, disc_adaptive_weight 10.1100, d_loss 2.3252, logits_real 0.3270, logits_fake 0.2557,
Train Epoch: [5/15] Iters:[2840/20018] gen_loss 0.0244, rec_loss 0.0283, lpips_loss 0.1788, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.4001, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[2850/20018] gen_loss 0.0237, rec_loss 0.0280, lpips_loss 0.1792, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.4496, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[2860/20018] gen_loss 0.0175, rec_loss 0.0275, lpips_loss 0.1786, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.5726, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[2870/20018] gen_loss 0.0292, rec_loss 0.0271, lpips_loss 0.1781, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.2287, d_loss 0.4001, logits_real 0.0335, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[2880/20018] gen_loss 0.0342, rec_loss 0.0275, lpips_loss 0.1788, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 5.0930, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[2890/20018] gen_loss 0.0249, rec_loss 0.0271, lpips_loss 0.1780, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.2695, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2900/20018] gen_loss 0.0222, rec_loss 0.0271, lpips_loss 0.1766, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.2975, d_loss 0.4002, logits_real 0.0340, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[2910/20018] gen_loss 0.0292, rec_loss 0.0277, lpips_loss 0.1772, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.1102, d_loss 0.4002, logits_real 0.0341, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[2920/20018] gen_loss 0.0229, rec_loss 0.0280, lpips_loss 0.1773, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.2978, d_loss 0.4002, logits_real 0.0341, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[2930/20018] gen_loss 0.0227, rec_loss 0.0276, lpips_loss 0.1771, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.3462, d_loss 0.4002, logits_real 0.0339, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2940/20018] gen_loss 0.0347, rec_loss 0.0282, lpips_loss 0.1777, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.0844, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[2950/20018] gen_loss 0.0345, rec_loss 0.0281, lpips_loss 0.1779, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.1093, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[2960/20018] gen_loss 0.0356, rec_loss 0.0273, lpips_loss 0.1768, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0689, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0332,
Train Epoch: [5/15] Iters:[2970/20018] gen_loss 0.0435, rec_loss 0.0269, lpips_loss 0.1768, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 4.8558, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[2980/20018] gen_loss 0.0548, rec_loss 0.0271, lpips_loss 0.1766, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 4.5583, d_loss 0.4002, logits_real 0.0327, logits_fake 0.0329,
Train Epoch: [5/15] Iters:[2990/20018] gen_loss 0.0598, rec_loss 0.0269, lpips_loss 0.1766, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 4.4322, d_loss 0.4001, logits_real 0.0326, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3000/20018] gen_loss 0.0686, rec_loss 0.0270, lpips_loss 0.1769, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 4.2290, d_loss 0.4002, logits_real 0.0322, logits_fake 0.0322,
Train Epoch: [5/15] Iters:[3010/20018] gen_loss 0.0658, rec_loss 0.0269, lpips_loss 0.1771, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 4.3386, d_loss 0.4001, logits_real 0.0321, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[3020/20018] gen_loss 0.0630, rec_loss 0.0269, lpips_loss 0.1773, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 4.4429, d_loss 0.4001, logits_real 0.0320, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[3030/20018] gen_loss 0.0583, rec_loss 0.0265, lpips_loss 0.1769, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 4.5440, d_loss 0.4001, logits_real 0.0322, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[3040/20018] gen_loss 0.0558, rec_loss 0.0262, lpips_loss 0.1764, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 4.5779, d_loss 0.4001, logits_real 0.0323, logits_fake 0.0322,
Train Epoch: [5/15] Iters:[3050/20018] gen_loss 0.0490, rec_loss 0.0261, lpips_loss 0.1760, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 4.7605, d_loss 0.4001, logits_real 0.0325, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[3060/20018] gen_loss 0.0522, rec_loss 0.0262, lpips_loss 0.1759, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 4.6490, d_loss 0.4001, logits_real 0.0324, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[3070/20018] gen_loss 0.0520, rec_loss 0.0262, lpips_loss 0.1756, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 4.6587, d_loss 0.4001, logits_real 0.0324, logits_fake 0.0322,
Train Epoch: [5/15] Iters:[3080/20018] gen_loss 0.0554, rec_loss 0.0265, lpips_loss 0.1758, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 4.6005, d_loss 0.4001, logits_real 0.0321, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[3090/20018] gen_loss 0.0516, rec_loss 0.0270, lpips_loss 0.1767, g_loss -0.0318, disc_weight 0.4000, disc_adaptive_weight 4.7906, d_loss 0.4002, logits_real 0.0317, logits_fake 0.0317,
Train Epoch: [5/15] Iters:[3100/20018] gen_loss 0.0495, rec_loss 0.0272, lpips_loss 0.1766, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 4.8853, d_loss 0.4002, logits_real 0.0315, logits_fake 0.0317,
Train Epoch: [5/15] Iters:[3110/20018] gen_loss 0.0468, rec_loss 0.0273, lpips_loss 0.1760, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 4.9956, d_loss 0.4002, logits_real 0.0313, logits_fake 0.0315,
Train Epoch: [5/15] Iters:[3120/20018] gen_loss 0.0467, rec_loss 0.0273, lpips_loss 0.1771, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 5.0290, d_loss 0.4002, logits_real 0.0313, logits_fake 0.0315,
Train Epoch: [5/15] Iters:[3130/20018] gen_loss 0.0468, rec_loss 0.0274, lpips_loss 0.1771, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 5.0237, d_loss 0.4002, logits_real 0.0315, logits_fake 0.0317,
Train Epoch: [5/15] Iters:[3140/20018] gen_loss 0.0484, rec_loss 0.0270, lpips_loss 0.1768, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 4.9454, d_loss 0.4002, logits_real 0.0317, logits_fake 0.0318,
Train Epoch: [5/15] Iters:[3150/20018] gen_loss 0.0478, rec_loss 0.0270, lpips_loss 0.1773, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 4.9449, d_loss 0.4001, logits_real 0.0319, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[3160/20018] gen_loss 0.0501, rec_loss 0.0268, lpips_loss 0.1774, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 4.8504, d_loss 0.4001, logits_real 0.0321, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[3170/20018] gen_loss 0.0461, rec_loss 0.0265, lpips_loss 0.1752, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 4.9152, d_loss 0.4001, logits_real 0.0319, logits_fake 0.0318,
Train Epoch: [5/15] Iters:[3180/20018] gen_loss 0.0448, rec_loss 0.0265, lpips_loss 0.1757, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 4.9827, d_loss 0.4001, logits_real 0.0317, logits_fake 0.0316,
Train Epoch: [5/15] Iters:[3190/20018] gen_loss 0.0451, rec_loss 0.0268, lpips_loss 0.1756, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 4.9991, d_loss 0.4001, logits_real 0.0315, logits_fake 0.0315,
Train Epoch: [5/15] Iters:[3200/20018] gen_loss 0.0506, rec_loss 0.0273, lpips_loss 0.1765, g_loss -0.0314, disc_weight 0.4000, disc_adaptive_weight 4.8713, d_loss 0.4001, logits_real 0.0314, logits_fake 0.0314,
Train Epoch: [5/15] Iters:[3210/20018] gen_loss 0.0464, rec_loss 0.0274, lpips_loss 0.1768, g_loss -0.0316, disc_weight 0.4000, disc_adaptive_weight 4.9848, d_loss 0.4002, logits_real 0.0315, logits_fake 0.0315,
Train Epoch: [5/15] Iters:[3220/20018] gen_loss 0.0404, rec_loss 0.0279, lpips_loss 0.1781, g_loss -0.0321, disc_weight 0.4000, disc_adaptive_weight 5.1481, d_loss 0.4002, logits_real 0.0319, logits_fake 0.0322,
Train Epoch: [5/15] Iters:[3230/20018] gen_loss 0.0370, rec_loss 0.0282, lpips_loss 0.1778, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 5.1877, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3240/20018] gen_loss 0.0333, rec_loss 0.0278, lpips_loss 0.1773, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.2062, d_loss 0.4002, logits_real 0.0327, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[3250/20018] gen_loss 0.0319, rec_loss 0.0277, lpips_loss 0.1767, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.1647, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[3260/20018] gen_loss 0.0349, rec_loss 0.0275, lpips_loss 0.1759, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 4.9976, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[3270/20018] gen_loss 0.0374, rec_loss 0.0275, lpips_loss 0.1757, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 4.9034, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[3280/20018] gen_loss 0.0379, rec_loss 0.0271, lpips_loss 0.1754, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 4.8908, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[3290/20018] gen_loss 0.0276, rec_loss 0.0274, lpips_loss 0.1756, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.2523, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0332,
Train Epoch: [5/15] Iters:[3300/20018] gen_loss 0.0172, rec_loss 0.0273, lpips_loss 0.1761, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.6310, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0329,
Train Epoch: [5/15] Iters:[3310/20018] gen_loss 0.0189, rec_loss 0.0278, lpips_loss 0.1770, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 5.6934, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3320/20018] gen_loss 0.0256, rec_loss 0.0280, lpips_loss 0.1784, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.5846, d_loss 0.4002, logits_real 0.0322, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[3330/20018] gen_loss 0.0286, rec_loss 0.0280, lpips_loss 0.1783, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 5.5078, d_loss 0.4002, logits_real 0.0321, logits_fake 0.0321,
Train Epoch: [5/15] Iters:[3340/20018] gen_loss 0.0445, rec_loss 0.0279, lpips_loss 0.1781, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 5.0101, d_loss 0.4001, logits_real 0.0323, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[3350/20018] gen_loss 0.0520, rec_loss 0.0280, lpips_loss 0.1775, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 4.7440, d_loss 0.4001, logits_real 0.0324, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[3360/20018] gen_loss 0.0497, rec_loss 0.0284, lpips_loss 0.1788, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 4.8189, d_loss 0.4001, logits_real 0.0328, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3370/20018] gen_loss 0.0481, rec_loss 0.0278, lpips_loss 0.1778, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 4.7714, d_loss 0.4001, logits_real 0.0330, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[3380/20018] gen_loss 0.0378, rec_loss 0.0281, lpips_loss 0.1784, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.0553, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[3390/20018] gen_loss 0.0354, rec_loss 0.0288, lpips_loss 0.1792, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.1158, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[3400/20018] gen_loss 0.0371, rec_loss 0.0283, lpips_loss 0.1784, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.0471, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[3410/20018] gen_loss 0.0348, rec_loss 0.0274, lpips_loss 0.1763, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.0646, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[3420/20018] gen_loss 0.0361, rec_loss 0.0277, lpips_loss 0.1766, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.1085, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0331,
Train Epoch: [5/15] Iters:[3430/20018] gen_loss 0.0426, rec_loss 0.0275, lpips_loss 0.1761, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 4.9897, d_loss 0.4002, logits_real 0.0321, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[3440/20018] gen_loss 0.0418, rec_loss 0.0267, lpips_loss 0.1755, g_loss -0.0318, disc_weight 0.4000, disc_adaptive_weight 5.0599, d_loss 0.4002, logits_real 0.0318, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[3450/20018] gen_loss 0.0363, rec_loss 0.0266, lpips_loss 0.1762, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 5.2293, d_loss 0.4002, logits_real 0.0319, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[3460/20018] gen_loss 0.0372, rec_loss 0.0266, lpips_loss 0.1764, g_loss -0.0321, disc_weight 0.4000, disc_adaptive_weight 5.1762, d_loss 0.4002, logits_real 0.0321, logits_fake 0.0321,
Train Epoch: [5/15] Iters:[3470/20018] gen_loss 0.0309, rec_loss 0.0266, lpips_loss 0.1760, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.3054, d_loss 0.4001, logits_real 0.0325, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[3480/20018] gen_loss 0.0218, rec_loss 0.0265, lpips_loss 0.1759, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 5.5240, d_loss 0.4001, logits_real 0.0328, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3490/20018] gen_loss 0.0145, rec_loss 0.0264, lpips_loss 0.1761, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.6691, d_loss 0.4001, logits_real 0.0332, logits_fake 0.0331,
Train Epoch: [5/15] Iters:[3500/20018] gen_loss 0.0174, rec_loss 0.0267, lpips_loss 0.1760, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.5641, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[3510/20018] gen_loss 0.0117, rec_loss 0.0272, lpips_loss 0.1772, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.7511, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[3520/20018] gen_loss 0.0169, rec_loss 0.0275, lpips_loss 0.1774, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.5758, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[3530/20018] gen_loss 0.0249, rec_loss 0.0276, lpips_loss 0.1784, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.3202, d_loss 0.4003, logits_real 0.0336, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[3540/20018] gen_loss 0.0311, rec_loss 0.0284, lpips_loss 0.1791, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.1931, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0340,
Train Epoch: [5/15] Iters:[3550/20018] gen_loss 0.0307, rec_loss 0.0282, lpips_loss 0.1795, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 5.1883, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[3560/20018] gen_loss 0.0257, rec_loss 0.0278, lpips_loss 0.1784, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.2649, d_loss 0.4002, logits_real 0.0339, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[3570/20018] gen_loss 0.0273, rec_loss 0.0279, lpips_loss 0.1785, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.2326, d_loss 0.4002, logits_real 0.0339, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[3580/20018] gen_loss 0.0188, rec_loss 0.0283, lpips_loss 0.1784, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.4866, d_loss 0.4002, logits_real 0.0339, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[3590/20018] gen_loss 0.0194, rec_loss 0.0279, lpips_loss 0.1774, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.4623, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[3600/20018] gen_loss 0.0270, rec_loss 0.0285, lpips_loss 0.1780, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.3208, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[3610/20018] gen_loss 0.0384, rec_loss 0.0283, lpips_loss 0.1776, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0494, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[3620/20018] gen_loss 0.0375, rec_loss 0.0279, lpips_loss 0.1765, g_loss -0.0328, disc_weight 0.4000, disc_adaptive_weight 5.0759, d_loss 0.4002, logits_real 0.0325, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3630/20018] gen_loss 0.0506, rec_loss 0.0275, lpips_loss 0.1760, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 4.7082, d_loss 0.4001, logits_real 0.0323, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[3640/20018] gen_loss 0.0513, rec_loss 0.0271, lpips_loss 0.1752, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 4.6517, d_loss 0.4002, logits_real 0.0325, logits_fake 0.0325,
Train Epoch: [5/15] Iters:[3650/20018] gen_loss 0.0401, rec_loss 0.0267, lpips_loss 0.1741, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 4.9057, d_loss 0.4001, logits_real 0.0328, logits_fake 0.0328,
Train Epoch: [5/15] Iters:[3660/20018] gen_loss 0.0425, rec_loss 0.0264, lpips_loss 0.1747, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 4.8309, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[3670/20018] gen_loss 0.0418, rec_loss 0.0264, lpips_loss 0.1752, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 4.8478, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0332,
Train Epoch: [5/15] Iters:[3680/20018] gen_loss 0.0346, rec_loss 0.0265, lpips_loss 0.1744, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.0399, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[3690/20018] gen_loss 0.0327, rec_loss 0.0265, lpips_loss 0.1743, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.0895, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0332,
Train Epoch: [5/15] Iters:[3700/20018] gen_loss 0.0411, rec_loss 0.0269, lpips_loss 0.1759, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 4.9205, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0329,
Train Epoch: [5/15] Iters:[3710/20018] gen_loss 0.0396, rec_loss 0.0271, lpips_loss 0.1759, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 5.0295, d_loss 0.4001, logits_real 0.0325, logits_fake 0.0325,
Train Epoch: [5/15] Iters:[3720/20018] gen_loss 0.0360, rec_loss 0.0269, lpips_loss 0.1754, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 5.1464, d_loss 0.4001, logits_real 0.0324, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[3730/20018] gen_loss 0.0399, rec_loss 0.0267, lpips_loss 0.1751, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 5.0005, d_loss 0.4001, logits_real 0.0324, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[3740/20018] gen_loss 0.0313, rec_loss 0.0270, lpips_loss 0.1763, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.3079, d_loss 0.4001, logits_real 0.0325, logits_fake 0.0325,
Train Epoch: [5/15] Iters:[3750/20018] gen_loss 0.0254, rec_loss 0.0267, lpips_loss 0.1752, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 5.4319, d_loss 0.4002, logits_real 0.0326, logits_fake 0.0327,
Train Epoch: [5/15] Iters:[3760/20018] gen_loss 0.0209, rec_loss 0.0270, lpips_loss 0.1750, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.4765, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0332,
Train Epoch: [5/15] Iters:[3770/20018] gen_loss 0.0248, rec_loss 0.0276, lpips_loss 0.1767, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.3854, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[3780/20018] gen_loss 0.0290, rec_loss 0.0276, lpips_loss 0.1774, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.2789, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[3790/20018] gen_loss 0.0375, rec_loss 0.0277, lpips_loss 0.1778, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.0085, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[3800/20018] gen_loss 0.0384, rec_loss 0.0277, lpips_loss 0.1787, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.0573, d_loss 0.4001, logits_real 0.0333, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[3810/20018] gen_loss 0.0402, rec_loss 0.0276, lpips_loss 0.1788, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 5.0569, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0331,
Train Epoch: [5/15] Iters:[3820/20018] gen_loss 0.0405, rec_loss 0.0275, lpips_loss 0.1780, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 5.0796, d_loss 0.4002, logits_real 0.0326, logits_fake 0.0328,
Train Epoch: [5/15] Iters:[3830/20018] gen_loss 0.0427, rec_loss 0.0278, lpips_loss 0.1794, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.0771, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0326,
Train Epoch: [5/15] Iters:[3840/20018] gen_loss 0.0478, rec_loss 0.0275, lpips_loss 0.1786, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 4.9114, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0325,
