dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_10
saver_name_pre: wasserstein_vq_refinement_False_10_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 6.6235, rec_loss 0.0277, lpips_loss 0.2392, g_loss 0.3848, disc_weight 0.4000, disc_adaptive_weight 15.2948, d_loss 2.5674, logits_real -0.2907, logits_fake -0.3909,
Train Epoch: [6/10] Iters:[7450/20018] gen_loss 0.4221, rec_loss 0.0283, lpips_loss 0.1826, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 5.2937, d_loss 0.4000, logits_real -0.0394, logits_fake -0.0399,
Train Epoch: [6/10] Iters:[7460/20018] gen_loss 0.4345, rec_loss 0.0287, lpips_loss 0.1818, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.6542, d_loss 0.4001, logits_real -0.0394, logits_fake -0.0397,
Train Epoch: [6/10] Iters:[7470/20018] gen_loss 0.4324, rec_loss 0.0285, lpips_loss 0.1817, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.6382, d_loss 0.4001, logits_real -0.0391, logits_fake -0.0394,
Train Epoch: [6/10] Iters:[7480/20018] gen_loss 0.4288, rec_loss 0.0285, lpips_loss 0.1823, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.5979, d_loss 0.4001, logits_real -0.0388, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[7490/20018] gen_loss 0.4324, rec_loss 0.0288, lpips_loss 0.1828, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.7292, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[7500/20018] gen_loss 0.4246, rec_loss 0.0286, lpips_loss 0.1819, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.5516, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[7510/20018] gen_loss 0.4170, rec_loss 0.0282, lpips_loss 0.1818, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.3871, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[7520/20018] gen_loss 0.4243, rec_loss 0.0286, lpips_loss 0.1813, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.5718, d_loss 0.4000, logits_real -0.0381, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[7530/20018] gen_loss 0.4198, rec_loss 0.0288, lpips_loss 0.1807, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.4206, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[7540/20018] gen_loss 0.4173, rec_loss 0.0290, lpips_loss 0.1812, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.3254, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[7550/20018] gen_loss 0.4198, rec_loss 0.0294, lpips_loss 0.1825, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.3763, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7560/20018] gen_loss 0.4190, rec_loss 0.0293, lpips_loss 0.1830, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.3271, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7570/20018] gen_loss 0.4180, rec_loss 0.0291, lpips_loss 0.1833, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.2602, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[7580/20018] gen_loss 0.4084, rec_loss 0.0284, lpips_loss 0.1822, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.0543, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[7590/20018] gen_loss 0.4137, rec_loss 0.0283, lpips_loss 0.1811, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.2553, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[7600/20018] gen_loss 0.4163, rec_loss 0.0279, lpips_loss 0.1807, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.3554, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7610/20018] gen_loss 0.4147, rec_loss 0.0277, lpips_loss 0.1803, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.3644, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[7620/20018] gen_loss 0.4114, rec_loss 0.0273, lpips_loss 0.1794, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.3665, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[7630/20018] gen_loss 0.4303, rec_loss 0.0274, lpips_loss 0.1805, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.8137, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[7640/20018] gen_loss 0.4225, rec_loss 0.0274, lpips_loss 0.1810, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.5970, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[7650/20018] gen_loss 0.4257, rec_loss 0.0275, lpips_loss 0.1812, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.6880, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[7660/20018] gen_loss 0.4331, rec_loss 0.0288, lpips_loss 0.1843, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.7735, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[7670/20018] gen_loss 0.4411, rec_loss 0.0292, lpips_loss 0.1847, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.9646, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[7680/20018] gen_loss 0.4343, rec_loss 0.0293, lpips_loss 0.1847, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.8264, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[7690/20018] gen_loss 0.4416, rec_loss 0.0291, lpips_loss 0.1845, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 6.0119, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[7700/20018] gen_loss 0.4463, rec_loss 0.0292, lpips_loss 0.1850, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 6.0825, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[7710/20018] gen_loss 0.4427, rec_loss 0.0282, lpips_loss 0.1822, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 6.0367, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7720/20018] gen_loss 0.4380, rec_loss 0.0281, lpips_loss 0.1825, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.8681, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[7730/20018] gen_loss 0.4460, rec_loss 0.0280, lpips_loss 0.1822, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 6.0346, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[7740/20018] gen_loss 0.4433, rec_loss 0.0279, lpips_loss 0.1821, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.9516, d_loss 0.4001, logits_real -0.0391, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[7750/20018] gen_loss 0.4349, rec_loss 0.0279, lpips_loss 0.1821, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.7618, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[7760/20018] gen_loss 0.4302, rec_loss 0.0284, lpips_loss 0.1827, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.6801, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[7770/20018] gen_loss 0.4210, rec_loss 0.0283, lpips_loss 0.1826, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 5.5044, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0379,
Train Epoch: [6/10] Iters:[7780/20018] gen_loss 0.4108, rec_loss 0.0284, lpips_loss 0.1824, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.2974, d_loss 0.4001, logits_real -0.0376, logits_fake -0.0377,
Train Epoch: [6/10] Iters:[7790/20018] gen_loss 0.4119, rec_loss 0.0290, lpips_loss 0.1827, g_loss 0.0376, disc_weight 0.4000, disc_adaptive_weight 5.3188, d_loss 0.4001, logits_real -0.0377, logits_fake -0.0376,
Train Epoch: [6/10] Iters:[7800/20018] gen_loss 0.4090, rec_loss 0.0289, lpips_loss 0.1825, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.2305, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0379,
Train Epoch: [6/10] Iters:[7810/20018] gen_loss 0.4078, rec_loss 0.0292, lpips_loss 0.1828, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.1935, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[7820/20018] gen_loss 0.4128, rec_loss 0.0294, lpips_loss 0.1833, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.3081, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0379,
Train Epoch: [6/10] Iters:[7830/20018] gen_loss 0.4140, rec_loss 0.0300, lpips_loss 0.1849, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.3111, d_loss 0.4001, logits_real -0.0376, logits_fake -0.0376,
Train Epoch: [6/10] Iters:[7840/20018] gen_loss 0.4174, rec_loss 0.0299, lpips_loss 0.1858, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.4600, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7850/20018] gen_loss 0.4174, rec_loss 0.0300, lpips_loss 0.1858, g_loss 0.0365, disc_weight 0.4000, disc_adaptive_weight 5.5304, d_loss 0.4001, logits_real -0.0366, logits_fake -0.0366,
Train Epoch: [6/10] Iters:[7860/20018] gen_loss 0.4207, rec_loss 0.0300, lpips_loss 0.1865, g_loss 0.0363, disc_weight 0.4000, disc_adaptive_weight 5.6279, d_loss 0.4001, logits_real -0.0361, logits_fake -0.0362,
Train Epoch: [6/10] Iters:[7870/20018] gen_loss 0.4235, rec_loss 0.0304, lpips_loss 0.1867, g_loss 0.0361, disc_weight 0.4000, disc_adaptive_weight 5.7217, d_loss 0.4002, logits_real -0.0361, logits_fake -0.0360,
Train Epoch: [6/10] Iters:[7880/20018] gen_loss 0.4250, rec_loss 0.0296, lpips_loss 0.1854, g_loss 0.0364, disc_weight 0.4000, disc_adaptive_weight 5.7753, d_loss 0.4001, logits_real -0.0363, logits_fake -0.0363,
Train Epoch: [6/10] Iters:[7890/20018] gen_loss 0.4229, rec_loss 0.0291, lpips_loss 0.1838, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.6587, d_loss 0.4002, logits_real -0.0370, logits_fake -0.0368,
Train Epoch: [6/10] Iters:[7900/20018] gen_loss 0.4232, rec_loss 0.0290, lpips_loss 0.1839, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.5805, d_loss 0.4002, logits_real -0.0377, logits_fake -0.0375,
Train Epoch: [6/10] Iters:[7910/20018] gen_loss 0.4198, rec_loss 0.0280, lpips_loss 0.1819, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.4804, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[7920/20018] gen_loss 0.4181, rec_loss 0.0275, lpips_loss 0.1799, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.4240, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[7930/20018] gen_loss 0.4126, rec_loss 0.0282, lpips_loss 0.1807, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.2282, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[7940/20018] gen_loss 0.4072, rec_loss 0.0285, lpips_loss 0.1814, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.0927, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[7950/20018] gen_loss 0.4103, rec_loss 0.0289, lpips_loss 0.1815, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.1659, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7960/20018] gen_loss 0.4089, rec_loss 0.0295, lpips_loss 0.1826, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.0831, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7970/20018] gen_loss 0.4062, rec_loss 0.0296, lpips_loss 0.1839, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 4.9369, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[7980/20018] gen_loss 0.4054, rec_loss 0.0299, lpips_loss 0.1842, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 4.8556, d_loss 0.4001, logits_real -0.0392, logits_fake -0.0394,
Train Epoch: [6/10] Iters:[7990/20018] gen_loss 0.4047, rec_loss 0.0297, lpips_loss 0.1847, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 4.8158, d_loss 0.4001, logits_real -0.0392, logits_fake -0.0395,
Train Epoch: [6/10] Iters:[8000/20018] gen_loss 0.4027, rec_loss 0.0294, lpips_loss 0.1850, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 4.7737, d_loss 0.4001, logits_real -0.0391, logits_fake -0.0393,
Train Epoch: [6/10] Iters:[8010/20018] gen_loss 0.4059, rec_loss 0.0291, lpips_loss 0.1842, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 4.9005, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[8020/20018] gen_loss 0.4039, rec_loss 0.0290, lpips_loss 0.1840, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 4.8707, d_loss 0.4001, logits_real -0.0388, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8030/20018] gen_loss 0.4027, rec_loss 0.0279, lpips_loss 0.1835, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.9284, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[8040/20018] gen_loss 0.4006, rec_loss 0.0279, lpips_loss 0.1831, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 4.9018, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[8050/20018] gen_loss 0.4022, rec_loss 0.0279, lpips_loss 0.1821, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 4.9642, d_loss 0.4000, logits_real -0.0383, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[8060/20018] gen_loss 0.4095, rec_loss 0.0285, lpips_loss 0.1829, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.0997, d_loss 0.4000, logits_real -0.0385, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[8070/20018] gen_loss 0.4199, rec_loss 0.0288, lpips_loss 0.1839, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.3274, d_loss 0.4001, logits_real -0.0388, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8080/20018] gen_loss 0.4222, rec_loss 0.0291, lpips_loss 0.1829, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.3956, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[8090/20018] gen_loss 0.4225, rec_loss 0.0294, lpips_loss 0.1830, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.3982, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8100/20018] gen_loss 0.4161, rec_loss 0.0292, lpips_loss 0.1830, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.2593, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[8110/20018] gen_loss 0.4071, rec_loss 0.0286, lpips_loss 0.1822, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.0911, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[8120/20018] gen_loss 0.3961, rec_loss 0.0285, lpips_loss 0.1824, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.8290, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[8130/20018] gen_loss 0.3915, rec_loss 0.0286, lpips_loss 0.1830, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 4.6864, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[8140/20018] gen_loss 0.3923, rec_loss 0.0282, lpips_loss 0.1822, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 4.6974, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[8150/20018] gen_loss 0.3983, rec_loss 0.0281, lpips_loss 0.1824, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.8427, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[8160/20018] gen_loss 0.4006, rec_loss 0.0283, lpips_loss 0.1836, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.8564, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8170/20018] gen_loss 0.4010, rec_loss 0.0282, lpips_loss 0.1829, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 4.8887, d_loss 0.4001, logits_real -0.0386, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8180/20018] gen_loss 0.4121, rec_loss 0.0279, lpips_loss 0.1828, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.2315, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[8190/20018] gen_loss 0.4244, rec_loss 0.0280, lpips_loss 0.1824, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.6342, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[8200/20018] gen_loss 0.4222, rec_loss 0.0280, lpips_loss 0.1820, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.5824, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[8210/20018] gen_loss 0.4256, rec_loss 0.0279, lpips_loss 0.1806, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.6968, d_loss 0.4001, logits_real -0.0382, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[8220/20018] gen_loss 0.4335, rec_loss 0.0278, lpips_loss 0.1806, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.8909, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[8230/20018] gen_loss 0.4331, rec_loss 0.0281, lpips_loss 0.1809, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.8209, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[8240/20018] gen_loss 0.4316, rec_loss 0.0282, lpips_loss 0.1818, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.6879, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8250/20018] gen_loss 0.4340, rec_loss 0.0285, lpips_loss 0.1820, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.7047, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0389,
Train Epoch: [6/10] Iters:[8260/20018] gen_loss 0.4276, rec_loss 0.0286, lpips_loss 0.1826, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.5554, d_loss 0.4001, logits_real -0.0387, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[8270/20018] gen_loss 0.4305, rec_loss 0.0289, lpips_loss 0.1834, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.6421, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[8280/20018] gen_loss 0.4274, rec_loss 0.0292, lpips_loss 0.1844, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.5648, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[8290/20018] gen_loss 0.4292, rec_loss 0.0296, lpips_loss 0.1846, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.5959, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[8300/20018] gen_loss 0.4248, rec_loss 0.0292, lpips_loss 0.1839, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.5146, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[8310/20018] gen_loss 0.4220, rec_loss 0.0293, lpips_loss 0.1841, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.3871, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[8320/20018] gen_loss 0.4097, rec_loss 0.0290, lpips_loss 0.1832, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.0310, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[8330/20018] gen_loss 0.4125, rec_loss 0.0287, lpips_loss 0.1814, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.1014, d_loss 0.4001, logits_real -0.0394, logits_fake -0.0396,
Train Epoch: [6/10] Iters:[8340/20018] gen_loss 0.4121, rec_loss 0.0286, lpips_loss 0.1812, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 5.0862, d_loss 0.4001, logits_real -0.0396, logits_fake -0.0398,
Train Epoch: [6/10] Iters:[8350/20018] gen_loss 0.4093, rec_loss 0.0291, lpips_loss 0.1822, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 4.9769, d_loss 0.4001, logits_real -0.0396, logits_fake -0.0398,
Train Epoch: [6/10] Iters:[8360/20018] gen_loss 0.4161, rec_loss 0.0292, lpips_loss 0.1821, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.1886, d_loss 0.4001, logits_real -0.0393, logits_fake -0.0395,
Train Epoch: [6/10] Iters:[8370/20018] gen_loss 0.4303, rec_loss 0.0291, lpips_loss 0.1820, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.6239, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[8380/20018] gen_loss 0.4293, rec_loss 0.0288, lpips_loss 0.1830, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.6375, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[8390/20018] gen_loss 0.4199, rec_loss 0.0285, lpips_loss 0.1827, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.4710, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[8400/20018] gen_loss 0.4209, rec_loss 0.0283, lpips_loss 0.1820, g_loss 0.0377, disc_weight 0.4000, disc_adaptive_weight 5.5906, d_loss 0.4001, logits_real -0.0375, logits_fake -0.0379,
Train Epoch: [6/10] Iters:[8410/20018] gen_loss 0.4215, rec_loss 0.0279, lpips_loss 0.1820, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.6594, d_loss 0.4001, logits_real -0.0373, logits_fake -0.0376,
Train Epoch: [6/10] Iters:[8420/20018] gen_loss 0.4247, rec_loss 0.0274, lpips_loss 0.1811, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.8329, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[8430/20018] gen_loss 0.4235, rec_loss 0.0280, lpips_loss 0.1808, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.8465, d_loss 0.4002, logits_real -0.0369, logits_fake -0.0369,
Train Epoch: [6/10] Iters:[8440/20018] gen_loss 0.4157, rec_loss 0.0277, lpips_loss 0.1803, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 5.6802, d_loss 0.4001, logits_real -0.0367, logits_fake -0.0368,
Train Epoch: [6/10] Iters:[8450/20018] gen_loss 0.4192, rec_loss 0.0280, lpips_loss 0.1811, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 5.7387, d_loss 0.4002, logits_real -0.0367, logits_fake -0.0365,
